price,transaction,title,city,region,description,surface,bathrooms,rooms
1600000.0,sale,la soukra à vendre une villa ,ariana,soukra,"on met à la vente une villa de 450 m² bâti sur un terrain de 842 m² à la soukra . la zone profite d'un environnement calme et résidentiel. la villa se compose comme suit : le rdc loge un grand salon, une suite parentale, une grande cuisine avec un débarras et salle d'eau pour les invités au premier étage on trouve une suite parentale, 3 chambres à coucher dont une avec une terrasse, salle de bain et une terrasse. la villa est doté d'une piscine avec douche à l'extérieur , un jardin , un sondage, un puits et un garage pour voiture il ya en plus un appartement S+2 avec une entrée indépendante prix de vente : 1600 md tel : Afficher le numéro référence : NA022",842,4.0,6
250000.0,sale,la soukra à vendre un appartement S+2 au RDC ,ariana,soukra,"on met en vente un appartement s+2 au RDC à la soukra l'appartement se trouve dans un quartier chic et résidentiel, proche de toutes commodités , 10mn à l'aéroport et 3mm à carrefour la marsa . il se compose : * salon * 2 chambres à coucher dont une avec dressing *une cuisine bien aménagée et équipée(plaque+hotte) avec séchoir *salle de bain *place parking prix de vente : 250 md tel : Afficher le numéro",100,1.0,3
170000.0,sale,Appartement ,tunis,bardo,"Cet appartement est situé au quatrième étage d'une résidence gardée et sécurisée. Le salon est lumineux grâce à ses ouvertures donnant sur un balcon. La cuisine est semi-équipée d'une hotte aspirante, d'une plaque ,aménagée avec des espaces de rangement et annexée par un séchoir. La partie nuit abrite deux chambres à coucher qui se partagent une salle de bain. Il est équipé d'un chauffage central et d'une climatisation par split-système . Un abri pour une voiture est disponible dans la résidence.",74,1.0,2
165000.0,sale,À vendre appartement S+1 Neuf direct promoteur ,tunis,aouina,💥Je mets un appartement S+1 à vendre dans superbe résidence neuve jamais habité qu'il tout neuf et superbe standing très sécurisé💥 🔴Frais de syndic est 720 par ans🔴 ✅️ Direct Promoteur ✅ Salon spacieux ✅ Une chambre spacieuse ✅ Cuisine très moderne ✅ Séchoir ✅ Toilette avec douche 💥 Prix très intéressant= 165.000 DT 💥 ✨ Pour une visite contact sur le numéro : Afficher le numéro ✨ ,50,1.0,1
230000.0,sale,A VENDRE S+1 –CITE WAHAT – TEL 58713586 – FB.6224,tunis,aouina,"FB.6224 Contacter notre conseiller en immobilier au Afficher le numéro / Afficher le numéro / Afficher le numéro A vendre un appartement S+1 Direct promoteur , 4-éme etage , il se compose d’un salon , une kitchinette , une chambre à coucher et une salle de douche. L’appartement est équipé avec chauffage central et climatiseur. Avec place parking sous sol Agence Immobilière ARI. ",68,1.0,1
335000.0,sale,A VENDRE S+3 – CITE EL WAHAT – TEL 58713586 – FB.5309,tunis,aouina,"FB.5309 Contacter notre conseillère en immobilier au Afficher le numéro – Afficher le numéro – Afficher le numéro. A vendre un appartement S+3 au 3éme étage avec double ascenseur dans une résidence bien gardée et sécurisée à Wahat .il se compose d’un salon avec balcon , cuisine bien équipée plus un séchoir et trois chambres à coucher avec deux petits balcon et dressings plus salle de bain. L’appartement est installé d’un chauffage centrale et climatisation . place parking sous – sol est disponible. Prix négociable Agence Immobilière ARI. ",140,1.0,3
295000.0,sale,A vendre appartement s3 haut standing avec place de parking a cité el wahatt,tunis,aouina,A vendre appartement s3 haut standing avec place de parking a cité el wahatt se compose d'un - grand salon avec balcon - 3 chambres a coucher - salle de bain - salle d'eau - cuisine équipée prix : 295 dt tél  Afficher le numéro,143,2.0,3
550000.0,sale,A vendre un S2 neuf aux jardins de carthage,tunis,jardins de carthage,"Agence Immobilière le Carré 9 vous propose à la vente un appartement S+2 direct promoteur de 109m² situé au 3éme étage d’une résidence récemment construite qui offre toute les commodités de haut standing aux Jardins de Carthage. L’appartement se compose d’un salon lumineux avec un balcon, une cuisine bien équipée (plaque, four, micro-ondes, réfrigérateur et lave-vaisselle encastrables) avec un séchoir, une suite parentale avec sa salle de douche, une chambre à coucher et une salle de douche commune. L’appartement est équipé de la climatisation et du chauffage central ainsi des dressings dans toutes les pièces, pour plus de commodités la cuisine est équipée de la climatisation en split. Au Rez-de-chaussée de la Résidence on trouve une grande salle sécurisée pour divertissement, cérémonie ou autre dédier exclusivement pour les résidents et leurs invités. Un jacuzzi et une piscine couverte avec des vestiaires sont disponibles. De même un espace de mise en forme est réservé aux résidents de la résidence. Place de parking au sous-sol est à 37.000dt ",109,2.0,2
570000.0,sale,A VENDRE S+2 – JARDINS DE CARTHAGE – TEL 58713586 – FB.6078,tunis,jardins de carthage,"FB.6078 Contacter notre conseillère en immobilier au Afficher le numéro – Afficher le numéro – Afficher le numéro. À vendre un appartement s+2 haut standing situé au 1ère étage a jardins de carthage avec balcon aménagé , 2 chambres à coucher spacieuses dont une avec dressing ,salle de bain .L’appartement bénéficie d’une double orientation .Plus place de parking sous sol . Agence Immobilière ARI.",112,2.0,2
700000.0,sale,A vendre un S3 neuf aux Jardins de Carthage,tunis,jardins de carthage,"Agence Immobilière le Carré 9 vous propose à la vente un appartement S+3 direct promoteur de 140m² situé au 7éme étage d’une résidence récemment construite qui offre toute les commodités de haut standing aux Jardins de Carthage. L’appartement contient un salon lumineux avec un balcon, une cuisine bien équipée (plaque, four, micro-ondes, réfrigérateur et lave-vaisselle encastrables) avec un séchoir et une salle d’eau invités qui complète la partie jour. La partie nuit loge une suite parentale avec sa salle de douche, deux chambres à coucher et une salle de douche commune. L’appartement est équipé de la climatisation et du chauffage central ainsi des dressings dans toutes les pièces, pour plus de commodités la cuisine est équipée de la climatisation en split. Au Rez-de-chaussée de la Résidence on trouve une grande salle sécurisée pour divertissement, cérémonie ou autre dédier exclusivement pour les résidents et leurs invités. Un jacuzzi et une piscine couverte avec des vestiaires sont disponibles. De même un espace de mise en forme est réservé aux résidents de la résidence. Il reste encore un appartement de même superficie au 8éme et dernier étage. Place de parking au sous-sol est à 37.000dt ",140,2.0,3
95000.0,sale,appartement a vendre ,tunis,tunis,llbi3 appartement s+2 m9abel beb el falla a côté d'agance biat titre bleu individuelle prix négociable ,51,1.0,3
550000.0,sale,Appartement,tunis,tunis,"Cet appartement est situé au rez-de-chaussée d'une résidence sécurisée et doté d’un voisinage sélectionné. À l'entrée, un couloir accueillant guide les visiteurs vers les différentes pièces de la maison. la pièce de réception permet d'agencer un salon et une salle à manger spacieux et lumineux grâce à ses baies vitrées offrant une vue dégagée sur le jardin. L'espace extérieur gazonné et bien entretue. Dans la continuité, La cuisine agencée est équipée par une plaque, une hotte aspirante et un four avec des éléments de rangement,donnant accès au séchoir. Une salle d'eau pour les invités est également disponible. Le compartiment nuit loge quatre chambres à coucher, chacune dotée de son propre dressing, sont agencées de manière à offrir confort et intimité. Elles partagent une salle de bain commune. Le chauffage central est la climatisation en Split-système sont disponibles. Deux places de parking au sous sol sont à la disposition pour les futures propriétaires. ",120,2.0,4
150000.0,sale,Appartement,tunis,agba,"Cet appartement occupe le deuxième étage d'une résidence gardée et sécurisé. La partie jour dispose d'un salon jouissant d'une luminosité grâce à son ouverture à un balcon. Une cuisine aménagée et équipée avec une plaque de cuisson, une hotte aspirante. Elle donne un accès à un séchoir. La partie nuit est composé deux chambres à coucher qui se partagent une salle de bain commune.",70,1.0,2
300000.0,sale,a vendre un appartement s2 a la soukra avec place parking sous-sol,ariana,soukra,a vendre un appartement s2 a la soukra avec place parking sous-sol dans une résidence r+3 se compose d'un salon avec balcon cuisine équipé avec séchoir suite parentale une chambre avec dressing salle de bain superficie ; 107m² prix : 300md pour plus d'info contacter :  Afficher le numéro/ Afficher le numéro/ Afficher le numéro,107,2.0,2
195000.0,sale,A vendre un spacieux appartement s1 a l'aouina cité wahat ,tunis,aouina,A vendre un spacieux appartement s1 a l'aouina cité wahat Superficie : 67 m2 Prix : 195 MD Pour plus d'informations contacter :  Afficher le numéro/2333647,67,1.0,1
670000.0,sale,A vendre un appartement s+2 tres haut standing aux jardins de carthage ,tunis,jardins de carthage,"A vendre un appartement s+2 tres haut standing • Ilot Central 1m80. • Electromenager Bosch Serie 6 Noir: - Hotte encastrée - Lave vaisselle - Plaque de Gaz - Micro-onde - Four • Illumination LED Ilot- Crédence - Verrière. • Grès Laminé Italien Infinity (VEN). • Hauteur d'ouverture des caissons 2,4 metre (Double Hauteur). • Egouttoir encastré en marbre. • Plaque de gaz encastrée dans le plan de travail. • Mitigeur Ramon Soler en Laiton finition cuivre. L'appartement témoin disponible Prix de l’appartement s+2 à partir 670 000 MD pour plus d'info contacter :  Afficher le numéro/ Afficher le numéro/ Afficher le numéro",142,2.0,2
340000.0,sale,a vendre un appartement s4 a l'aouina cité wahat ,tunis,aouina,a vendre un appartement s4 a l'aouina cité wahat se compose d'un salon avec balcon cuisine avec séchoir salle d'eau et salle bain 4 chambres dont deux avec dressing prix : 340md pour plus d'info contacter :  Afficher le numéro/ Afficher le numéro/ Afficher le numéro,172,2.0,4
280000.0,sale,A vendre un appartement s2 aux jardin de l'aouina ,tunis,aouina,A vendre un appartement s2 aux jardin de l'aouina Prix : 280md Superficie : 110m2 Pour plus d'informations contacter :  Afficher le numéro/ Afficher le numéro/ Afficher le numéro,110,1.0,2
319999.0,sale,A vendre appartement s3 dans une résidence R+2 a Ain zaghouan,tunis,aouina,A vendre appartement s3 dans une résidence R+2 a Ain zaghouan se compose d' un salon avec balcon 3 chambres a coucher salle de bain salle d'eau cuisine équipée l'appartement équipée d'un chauffage centrale et climatisation. tel  Afficher le numéro,137,2.0,3
420000.0,sale,Appartement luxueux à Ain Zaghouan,tunis,ain zaghouan,"À vendre à Ain Zaghouan (nouvelle résidence côté Monoprix Wahat) un luxueux appartement S+2 neuf composé d'un salon avec balcon, une cuisine équipée avec séchoir, une salle de bain, une chambre à coucher et une spacieuse suite parentale. Superficie 127 m² Une place de parking au sous-sol. Prix 420 MD Pour visite, contactez Ramzi Trabelsi au Afficher le numéro, RE/MAX Welcome agence immobilière à La Soukra.",127,2.0,2
170000.0,sale,ben arous centre ville ,ben arous,ben arous,"propriétaire vend, sans intermédiaire, un appartement très bien orienté et lumineux situé au troisième étage desservie par deux ascenseurs. l'appartement se compose d'un grand salon ,une sdb,une cuisine aménagée +séchoir, deux chambres spacieuses,deux balcons+abri de voiture.la résidence est propre gardée 24h/24h, surveillée par des caméras, accès aux ascenseurs avec puce.. la résidence est bien desservie par les transports, à 5mn de l'autoroute. 170 MD.",107,1.0,2
265000.0,sale,A louer appartement s2 a jardin de l'aouina,tunis,aouina,A louer appartement s2 a jardin de l'aouina - salon avec balcon - 2 chambres a coucher - salle de bain - cuisine équipée prix : 265mdt tél  Afficher le numéro,95,1.0,2
315000.0,sale,A vendre un appartement S+2 haut standing dans une résidence bien gardée et bien sécurisée située à cité wahatt,tunis,aouina,"A vendre un appartement S+2 haut standing dans une résidence bien gardée et bien sécurisée située à cité wahatt se compose d’un salon avec balcon, deux chambres à coucher, une salle de bain et salle d’eau, une cuisine bien équipée avec séchoir. L’appartement est équipé par - chauffage centrale - place de parking sous-sol. prix : 315 mdt tél  Afficher le numéro",115,2.0,2
170000.0,sale,A VENDRE S+1 – CITE WAHAT – TEL 58713586 – FB.6308,tunis,aouina,"FB.6308 Contacter notre conseiller en immobilier au Afficher le numéro / Afficher le numéro / Afficher le numéro A vendre un appartement S+1 à Cite wahat au 6-eme étage avec double ascenseur dans une résidence bien gardée et bien sécurisée avec ascenseur, il se compose d’un salon a, une kitchinette Bien équipé hotte et les élément de rangement plus un séchoir ,une chambres à coucher plus un et une salle de douche . l’appartement équipé d’un chauffage central et climatiseurs ,petit dressing . Agence Immobilière ARI",47,1.0,1
215000.0,sale,A vendre appartement s2 haut standing a jardin de l'aouina,tunis,aouina,"A vendre appartement s2 haut standing a jardin de l'aouina se compose d'un salon avec balcon, 2 chambres a coucher, salle de bain ,cuisine équipée. prix : 215 mdt. tél  Afficher le numéro",90,1.0,2
420000.0,sale,vente bureaux,tunis,tunis,"2 bureaux jumelés situés à Tunis ville, Angle Rue pierre de Coubertin/ Rue ibn Chamaa, 3ème étage 1èr appartement: 53 m2: S+2 + salle d'eau et kitchenette avec réception aménagé 2ème appartement 67m2: s+3 + salle d'eau et kitchenette avec placards intégrés superficie 120m2 + paries communes: total : 175m2 le tout bien aménagé climatisation centrale, ascenseur, immeuble gardé ",120,2.0,7
320000.0,sale,a vendre appartement s3 haut standing avec place de parking sous sol a la soukra,ariana,soukra,"a vendre appartement s3 haut standing avec place de parking sous sol a la soukra se compose d'un grand salon avec balcon , 3 chambres a coucher , salle de bain , salle d'eau , cuisine équipée. chauffage centrale, double ascenseurs. tél  Afficher le numéro",145,2.0,3
295000.0,sale,a vendre appartement s3 haut standing avec place de parking a cité el wahatt,tunis,ain zaghouan,"a vendre appartement s3 haut standing avec place de parking a cité el wahatt se compose d'un grand salon avec balcon, 3 chambres a coucher , cuisine équipée, salle de bain, salle d'eau. superficie 143 m2 tél  Afficher le numéro",143,2.0,3
230000.0,sale,A vendre appartement s2 spacieux a cite el wahatt,tunis,aouina,"A vendre appartement s2 spacieux a cite el wahatt se compose d'un salon avec balcon, 2 chambres a coucher, salle de bain, salle d'eau, cuisine équipée chauffage centrale, climatisation. tél  Afficher le numéro",109,2.0,1
294999.0,sale,A louer appartement s3 haut standing avec place de parking a cité el wahatt,tunis,aouina,"A louer appartement s3 haut standing avec place de parking a cité el wahatt se compose d'un salon avec balcon , 3 chambres a coucher, salle de bain, salle d'eau, cuisine équipée. prix : 295 mdt tél  Afficher le numéro",143,2.0,3
312000.0,sale,appartement luxe ,ben arous,borj cedria,"a vendre, un appartement haut standing 2 étage , bénéficiant d'un emplacement privilégié à proximité de toutes les commodités. l'appartement, d'une superficie de 145,4 mètres carrés, comprend un salon, 1 suites, 2 chambres une cuisine bien équipée ,salle de bain et salle d'eau , une terrasse , est dotée des toutes les commodités d'un habitat moderne: ascenseur luxueux, interphone sanitaires et robinetteries de luxe revêtement haut de gamme potes blindées 5 dressing climatisation volets roulants électriques chauffage central menuiserie en aluminium double vitrage et isolation phonique",145,2.0,1
795000.0,sale,Appartement S+3 HST aux Berges du Lac 2,tunis,lac 2,"Cet appartement s+3HST se situe dans une résidence calme, résidentiel et accessible aux Berges du Lac 2. l'entrée nous mène sur un spacieux salon et salle à manger . la cuisine est totalement équipée par une plaque de cuisant, un four électrique, une hotte aspirante. une salle d'eau complète l'espace jour de l'appartement. la partie nuit loge les deux chambres à coucher avec leurs salle de bain commune et une suite parentale munie par son propre dressing et salle d'eau. l'appartement est entièrement sécurisé proche de toutes les commodités aux lac 2. chauffage central et climatisations sont à dispositions. place de parking sous-sol. dossier juridique disponible à l'agence Pour plus d'informations veuillez nous joindre directement sur le : Afficher le numéro/ Afficher le numéro/ Afficher le numéro ",203,2.0,3
295000.0,sale,à vendre s+2 à Ain Zaghouan ,tunis,ain zaghouan,L’agence immobilière #detoitentoit vous propose pour la vente un appartement en S+2 de 115 m² situé à Ain Zaghouan dans une belle résidence sécurisée au 3eme étage Emplacement : Ain Zaghouan Type : Appartement Typologie : S+2 Il se compose de : – Un salon avec balcon – Une cuisine aménagée en plus d'un séchoir – Deux chambres à coucher dont l'une avec placard – Une salle de bain – chauffage central. – Une place de parking au sous-sol Papiers en règle Prix : 294 000 dt Pour plus d’informations veuillez nous contacter sur le Afficher le numéro ou Afficher le numéro,115,1.0,2
285000.0,sale,à vendre s+2 à cité ennasr 2 ,ariana,ennasr 2,L’agence immobilière #detoitentoit vous propose pour la vente un appartement en S+2 de 83 m² situé à cité ennasr 2 près de Carrefour market dans une résidence sécurisée au 3eme étage Emplacement : ennasr 2 Type : Appartement Typologie : S+2 Il se compose de : – Un salon avec balcon – Une cuisine aménagée en plus d'un séchoir – Deux chambres à coucher – Une salle de bain – chauffage central. – Une place de parking au sous-sol Titre bleu Prix : 285 000 dt Pour plus d’informations veuillez nous contacter sur le Afficher le numéro ou Afficher le numéro,83,1.0,2
360000.0,sale,A vendre S+2 haut standing près clinique Soukra,tunis,aouina,"A vendre un appartement S+2 haut standing à Ain Zaghouen à coté de clinique Soukra (la nouvelle Soukra), dans une résidence récemment bâti, au 2ème étage, avec une bonne orientation, il se compose d’un salon avec balcon, une cuisine bien équipée avec plaque hotte et four, une salle de bain ave baignoire, une suite parentale avec salle de douche et un dressing plus un balcon et une chambre à coucher avec dressing. L’appartement est équipé par chauffage central, deux climatiseurs plus une place parking sous-sol. Titre foncier individuel. ",110,2.0,2
1450000.0,sale,Appartement de luxe s+3 directe promoteur au Lac2,tunis,lac 2,"Cet appartement HST s+3 dans une résidence récemment construite au plein cœur d'un quartier résidentiel au Lac 2. l'entrée nous mène sur un salon lumineux prestigieux qui accède à un balcon spacieux. la cuisine totalement équipée d'une plaque de cuisant, une hotte aspirante, un four électrique et un micro-ondes ainsi qu'un Réfrigérateur. une chambre de service à été pensée ainsi qu'une salle d'eau réservé aux invités. A L'étage, la partie nuit est munie d'une suite parentale avec dressing et une salle de douche , deux suites junior chacune est munie par sa propre salle de bain de luxe . chauffage centrale et climatisation sont fonctionnels dans chaque pièce. deux places parking aux sous sol et cellier sont réservés aux nouveaux propriétaires . Pour plus d'informations veuillez nous joindre directement sur le : Afficher le numéro// Afficher le numéro",289,4.0,3
540000.0,sale,À vendre un appartement S +3 avec garage ,ariana,ennasr,"L'agence modern immo met à la vente un appartement S +3 situé dans une résidence sécurisée et agréable R+2. Il est composé d'un grand salon avec balcon, une cuisine équipée avec séchoir, salle d'eau, salle de bain commune, trois chambres à coucher avec dressing. Il est équipé d'un chauffage central et d'une climatisation. Un garage de 32m est à disposition qui permet d'accéder à l'appartement aussi. Pour plus d'informations veuillez nous contacter : Afficher le numéro / Afficher le numéro ",202,2.0,3
610000.0,sale,À vendre un appartement S+4 haut standing avec une grande terrasse ,ariana,ennasr,"L'agence modern immo met à la vente un appartement S+4 haut standing avec une grande terrasse situé dans une résidence sécurisée et agréable R+2. Il est composé d'un grand salon, une cuisine équipée avec séchoir, salle d'eau, salle de bain commune et quatre chambres à coucher avec dressing dont une suite parentale. Il est équipé d'un chauffage central et d'une climatisation. Un garage et un abri de voiture sont à disposition. Pour plus d'informations veuillez nous contacter: Afficher le numéro / Afficher le numéro ",220,3.0,4
295000.0,sale,À vendre S +3 à menzeh 6,ariana,menzah 6,"L'agence modern immo met à la vente un appartement S +3 situé dans une résidence sécurisée et agréable proche de toutes les commodités. Il est composé d'un grand salon et balcon, une cuisine avec séchoir, salle d'eau, salle de bain commune, trois chambres à coucher dont deux avec dressing. Il est équipé d'un chauffage central. Abri de voiture. Pour plus d'informations veuillez nous contacter : Afficher le numéro ",145,2.0,3
395000.0,sale,A Vendre : Appartement S+2 à Riadh Landalous,ariana,riadh andalous,"EN EXCLUSIVITE !! Agence VALIMMO met à votre disposition un appartement S+2 très haut standing situé à riadh landalous. L’appartement est composée comme suit : - Salon spacieux avec balcon - Cuisine bien aménagée et équipée (P,H) - Chambre à coucher avec dressing - Suite parentale avec cabine de douche à l’italienne - Point d’eau invitée - L’appartement est muni de chauffage central et climatisation en split système - Place de parking sous-sol Année de construction 2021 Titre individuel disponible Pour plus d’informations n’hésitez pas de nous contacter sur le : Afficher le numéro",125,0.0,2
360000.0,sale,A Vendre un Appartement S+3 avec jardin à #L’Aouina ,tunis,aouina,#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée ) SOF-4134 : l'agence immobilière First Home met à votre disposition la vente d’un Appartement S+3 avec jardin à #L’Aouina Situé dans résidence Elyes bien gardée Un spacieux S+3 qui se compose d'un : ✅Un salon ✅Une cuisine aménagée et équipée ✅Une salle d’eau ✅Trois chambres à coucher avec dressing ✅Une salle de Bain ✅Superficie :119m² ✅Superficie de jardin :80m² ✅Prix de Vente :360 000DT Pour plus d’informations veuillez nous contacter Afficher le numéro ou WhatsApp,119,1.0,3
196000.0,sale, À vendre direct promoteur un appartement s+1 très haut standing Cité palmeraies ,tunis,ain zaghouan nord,"#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée) ZM-4135🏡 🔑 C'est le moment d'investir 📢 À vendre direct promoteur un appartement s+1 très haut standing d'une superficie de 58,6㎡ situé dans une nouvelle résidence bien gardée, sécurisée à proximité toute les commodités. 📍 Cité palmeraies 🔸 Un salon 🔸 Une cuisine aménagée et équipée 🔸Une salle de douche 🔸Une chambre à coucher avec dressing ♻️Avantages ✅Cuisine très bien équipée de haut de gamme ✅Climatisation split ✅Double Ascenseur ✅Surveillance par vidéophone ✅Système de vidéosurveillance ✅Bâtiment à haute sûreté ✅ Chauffage central Prix :196 000dt (non négociable) Pour plus d’informations veuillez nous contacter 📲📱 Afficher le numéro ou WhatsApp",60,1.0,1
175000.0,sale, A vendre un appartement s3 à menzah 7,tunis,tunis,FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée ). IB 4122: A vendre un appartement s3 a menzah 7 au 5 ème étage. Un appartement de 120 m² . ✅Un appartement de vue dégagée et de bonne orientation. ✅Opportunité pour habitation ou projet locatif. ✅Prix :175 000 DT Pour plus d'informations veuillez contacter par téléphone le : Afficher le numéro. WhatsApp le : Afficher le numéro.,120,1.0,1
545000.0,sale,Appartement s+2 de 130m² aux Berges du Lac 2,tunis,lac 2,"cette appartement de 130m² s+2 HST se situe aux deuxième étage avec assesseur d'une résidence très bien entretenue aux Berges Du Lac2. l'entrée ouvre sur un salon lumineux grâce à son balcon spacieux. la cuisine est entièrement équipée par une plaque de cuisant, un four électrique et une hotte aspirante. elle est complétée par un séchoir. la partie nuit abrite les deux chambres à coucher ainsi que leurs salle de bain commune. la chambre principale est munie par un grand espace de terrasse qui peut être aménagée selon le besoin des nouveaux occupants. chauffage centrale et climatiseurs sont disponibles à l'appartement. titre individuel et dossier juridique disponible à l'agence. possibilité de vendre avec meubles. Pour plus d'informations veuillez nous joindre directement sur le : Afficher le numéro/ Afficher le numéro/ Afficher le numéro ",125,1.0,2
420000.0,sale,À VENDRE UN APPARTEMENT S+3 À LA SOUKRA,ariana,soukra,"RÉF: SVF 925 Soukra Négoce met à la vente un appartement S3 d'une superficie de 140m2 situé dans une résidence calme et sécurisée à la Soukra rue du parc composé comme suit - un salon avec un balcon - une cuisine équipée avec un séchoir - une salle de bain - une suite parentale avec dressing et une salle douche - deux chambres à coucher avec dressings ** L'appartement dispose aussi de : - chauffage central - climatisation en split - une place de parking ** Prix du vente: 420 MD 𝙋𝙤𝙪𝙧 𝙥𝙡𝙪𝙨 𝙙𝙚 𝙧𝙚𝙣𝙨𝙚𝙞𝙜𝙣𝙚𝙢𝙚𝙣𝙩𝙨 𝙘𝙤𝙣𝙩𝙖𝙘𝙩𝙚𝙯-𝙣𝙤𝙪𝙨 :  Afficher le numéro / Afficher le numéro ""𝙄𝙣𝙨𝙥𝙞𝙧𝙚́ 𝙙𝙚 𝙫𝙤𝙨 𝙗𝙚𝙨𝙤𝙞𝙣𝙨""",140,2.0,3
180000.0,sale,A vendre un appartement à bardo2,tunis,bardo,#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée ) SOF-3061 : A vendre un appartement à #bardo2 en face de pâtisserie Ranim. Un spacieux S+2 au 3 ème étage dans une résidence R+4. Une résidence gardée proche de tout les commodités . ✅Papier en règle. ✅Prix :180 000DT ✅Pour plus d’information veuillez contacter Notre conseiller en immobilier 👨‍💻 #Mr Sofiane par email 📧📧sur [email protected] ou aux numéros de téléphone suivants 📲📞: Afficher le numéro.,1,1.0,1
350000.0,sale,A vendre un appartement à Ain Zaghouan les palmeraies pas loin de Aziza ,tunis,ain zaghouan,"IB-4042 : A vendre un appartement à Ain Zaghouan les palmeraies pas loin de Aziza dans une résidence gardée et sécurisée avec place parking sous sol et double ascenseur. -Un spacieux S+3 de standing au 6 -ème étage. -Contient : -Une entrée qui dessert un spacieux salon marbré avec balcon. -Un hall qui dessert une cuisine avec séchoir et une salle d'eau invitée. -La partie nuit séparée avec une porte se compose d'un couloir avec rangement, une suite parentale avec salle d'eau douche, 2 pièces avec placard et salle de bain commune. -Un appartement de bonne orientation, spacieux d'une superficie de 160 m² , équipée de chauffage central, des climatiseurs dans chaque pièce. Pour plus d’informations veuillez contacter Mme Imen au Afficher le numéro ",160,3.0,335
230000.0,sale,A Vendre un appartement à l'aouina .,tunis,aouina,SOF:4055 -l'agence immobilière First Home met à votre disposition la vente d'un appartement à #l'aouina . Un s+2 dans une résidence gardée d'une superficie de 78 m² au 5 émé étage avec ascenseur . Superficie : #78m² Prix de vente: #230 000 DT Loué à 750dT/mois. Papier en règle. Pour plus d’informations veuillez contacter notre conseiller en immobilier #Mr Sofiane par email sur [email protected] ou aux numéros de téléphone suivants : Afficher le numéro.,78,1.0,1
185000.0,sale,A vendre S2 Cité Ben Mahmoud Cité Olympique El Menzah,tunis,cite olympique,"En exclusivité, la maison de l'immobilier vous propose la vente d'un appartement situé au sein d'un immeuble à proximité de toutes les commodités à Cité Ben Mahmoud Cité Olympique El Menzah. Il occupe le troisième étage au sein d'un immeuble sans ascenseur et abrite un salon avec balcon, deux pièces, une cuisine avec séchoir et une salle de douche. Cet appartement est équipé par le chauffage central. Boiserie en Aluminium avec des volets électriques. Dossier Juridique: Contrat de vente.",80,1.0,2
210000.0,sale, A vendre un appartement s+1 à Ain Zaghouan ,tunis,ain zaghouan nord,"#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée) ZM-4137🏡 🔑 C'est le moment d'investir 📢 A #vendre un appartement s+1 d'une superficie de 73㎡ situé dans une résidence bien gardée, sécurisée à proximité toute les commodité et sur une route principale. 📍 Ain Zaghouan 🔸 Un salon 🔸 Une cuisine aménagée et équipée 🔸Une salle de douche 🔸Une chambre à coucher avec dressing Prix :210 000dt Pour plus d’informations veuillez nous contacter 📲📱 Afficher le numéro ou WhatsApp",73,1.0,1
335000.0,sale,A vendre un appartement s2 à Ain Zaghouan Nord ,tunis,ain zaghouan nord,"#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée) ZM-4138🏡🔑 #Opportunité à Ain Zaghouan Nord 🔑 📢 A #vendre un superbe appartement s+2 au 3éme étage d'une superficie de 105㎡ situé dans une petite résidence R+3 ( avec ascenseur) bien gardée, sécurisée à proximité toute les commodités proche de autoroute la Marsa 📢 Opportunité idéale d'investissement ou habitation 🔑 📍 Ain Zaghouan 🔸 Un salon spacieux 🔸 Une cuisine aménagée et équipée 🔸Une salle d'eau invités 🔸Une salle de bain 🔸Deux chambres à coucher 🔸Une place de parking ✅ Prix :335 000dt 🏡 🔑 C'est le moment d'investir Pour plus d’informations veuillez nous contacter 📲📱 Afficher le numéro ou WhatsApp",70,1.0,2
140000.0,sale,Appartement s+3 à Ezzahra lycée,ben arous,ezzahra,"Cet appartement aux troisième étage est situé dans un quartier calme et prés de toutes commodités à cité el habib Ezzahra , il est composé d'un salon, une cuisine agencée. la partie nuit loge trois chambres à coucher qui partagent une salle de bain. ",100,1.0,3
180000.0,sale, A vendre un superbe appartement s1 à Ain Zaghouan ,tunis,ain zaghouan,"#FIRST_HOME_REAL_ESTATE ( #agence_immobilière_Agrée) 🏡🔑 S+1 à vendre 🏡🔑 ZM-4207📢 A #vendre un superbe appartement s+1 d'une superficie de 74㎡ situé dans résidence bien gardée, sécurisée à proximité toute les commodités. 📢 Opportunité idéale d'investissement ou habitation 🔑 📍 Ain Zaghouan 🔸 Un salon spacieux 🔸 Une cuisine aménagée et équipée 🔸Une salle de bain 🔸Une chambre à coucher ✅ Prix :180 000dt 🏡 🔑 C'est le moment d'investir Pour plus d’informations veuillez nous contacter 📲📱 Afficher le numéro ou WhatsApp ",74,1.0,1
