surface,city,rooms,bathrooms,parking,pool,vue_panoramique,jardin,climatisation,chauffage_central,ascenseur,price
100.0,El Aouina,2.0,1.0,0,0,0,0,0,1,1,250000.0
72.0,Jardins de Carthage,1.0,1.0,1,0,0,0,0,1,1,320000.0
110.0,El Aouina,2.0,1.0,0,0,0,0,0,1,1,255000.0
96.0,El Aouina,2.0,1.0,0,0,0,0,0,1,1,246000.0
148.0,Gammart,2.0,1.0,1,0,0,1,1,1,0,780000.0
140.0,El Menzah 5,2.0,2.0,0,0,0,0,1,1,1,415000.0
66.0,El Menzah 9,1.0,1.0,1,1,0,0,1,1,1,249000.0
128.0,Ain Zaghouan,2.0,1.0,0,0,0,0,1,1,1,412000.0
104.0,Le Bardo,2.0,1.0,1,0,0,0,1,1,1,260000.0
150.0,Chotrana 1,3.0,2.0,1,0,0,0,1,1,1,630000.0
132.0,Ain Zaghouan,2.0,3.0,1,0,0,0,1,1,1,450000.0
157.0,Chotrana 1,3.0,2.0,1,0,0,0,1,1,1,495000.0
70.0,Jardins de Carthage,1.0,2.0,1,1,0,0,1,1,1,400000.0
225.0,Jardins de Carthage,3.0,3.0,1,0,0,0,1,1,1,770000.0
99.0,La Soukra,2.0,1.0,1,0,0,0,1,1,1,396000.0
45.0,La Goulette,0.0,1.0,0,0,0,0,0,0,0,240000.0
75.0,Cite Ennasr,2.0,1.0,0,0,0,0,1,1,1,260000.0
162.0,Jardins de Carthage,3.0,2.0,1,0,0,0,1,1,1,650000.0
58.0,El Aouina,1.0,1.0,0,0,0,0,0,1,0,190000.0
120.0,Cite Ennasr 2,2.0,1.0,0,0,0,0,0,1,1,415000.0
140.0,La Mannouba,3.0,1.0,1,0,0,0,1,1,1,210000.0
104.0,Le Bardo,2.0,1.0,1,0,0,0,1,1,1,260000.0
110.0,Jardins d'el Menzah,2.0,2.0,1,0,0,0,0,1,0,2700000.0
77.0,Chotrana 1,1.0,1.0,1,0,0,1,1,1,0,330000.0
82.0,Hedi Chaker,2.0,1.0,0,0,0,0,0,0,0,165000.0
40.0,Cite Ennasr 2,1.0,1.0,0,0,0,0,0,1,1,165000.0
96.0,Cite Ennasr 1,2.0,1.0,0,0,0,0,0,1,0,220000.0
90.0,Bab Menara,2.0,1.0,0,0,0,0,0,0,0,120000.0
90.0,Cite Ezzouhour,2.0,2.0,0,0,0,0,0,0,0,140000.0
99.0,Cite Ennour Jaafar,3.0,1.0,0,0,0,0,0,0,0,160000.0
67.0,El Aouina,1.0,1.0,1,0,0,0,0,1,1,250000.0
105.0,El Aouina,2.0,1.0,1,0,0,0,1,1,1,370000.0
40.0,Cite Ennasr 2,1.0,1.0,0,0,0,0,1,1,1,170000.0
117.0,La Mannouba,3.0,1.0,1,0,0,0,1,1,1,315000.0
103.0,Ain Zaghouan,2.0,1.0,1,0,0,0,1,1,1,360000.0
61.0,El Aouina,1.0,1.0,0,0,0,0,1,1,1,235000.0
101.0,El Aouina,2.0,1.0,1,0,0,0,0,1,1,357000.0
75.0,Ariana Essoughra,2.0,1.0,1,0,0,0,0,0,1,145000.0
97.0,El Aouina,1.0,1.0,1,0,0,0,1,1,1,240000.0
160.0,Cite Erriadh,3.0,3.0,1,0,0,0,1,1,1,580000.0
67.0,El Aouina,2.0,1.0,1,0,0,0,1,1,1,249000.0
77.0,Ain Zaghouan,1.0,1.0,0,0,0,0,1,1,1,277000.0
80.0,Ariana,2.0,1.0,0,0,0,0,0,0,0,125000.0
155.0,Ain Zaghouan,3.0,2.0,1,0,0,0,1,1,1,570000.0
121.0,Jardins de Carthage,2.0,1.0,1,1,0,0,1,1,1,520000.0
79.0,Berge Du Lac,2.0,2.0,0,0,1,0,0,1,1,255000.0
100.0,Jardins de Carthage,2.0,1.0,1,0,0,0,1,1,0,380000.0
73.0,Jardins de Carthage,2.0,1.0,0,0,0,0,1,1,1,335000.0
198.0,Jardins de Carthage,3.0,3.0,1,0,0,0,0,1,1,620000.0
157.0,Chotrana 1,3.0,2.0,1,0,0,0,0,1,1,495000.0
152.0,Chotrana 1,2.0,2.0,0,0,0,0,1,1,1,425000.0
157.0,Chotrana 1,3.0,2.0,1,0,0,0,1,1,1,495000.0
70.0,Oued Ellil,2.0,1.0,0,0,0,1,0,0,0,85000.0
150.0,Bab Bhar,3.0,1.0,0,0,0,0,0,0,0,190000.0
90.0,Le Kram,2.0,1.0,0,0,0,0,0,0,0,320000.0
140.0,Cite Mongi Slim,3.0,2.0,1,0,0,0,0,1,1,330000.0
150.0,Cite Du Stade,3.0,2.0,0,0,0,0,0,1,0,450000.0
117.0,El Menzah 9,2.0,2.0,1,0,0,0,1,1,1,380000.0
101.0,Ariana,3.0,1.0,0,0,0,0,0,0,0,140000.0
95.0,La Mannouba,2.0,1.0,0,0,0,0,0,1,1,195000.0
175.0,Ain Zaghouan,3.0,3.0,1,0,0,0,1,1,1,650000.0
100.0,El Manar 2,2.0,2.0,0,0,0,0,0,1,1,235000.0
122.0,Chotrana 1,2.0,1.0,0,0,0,0,1,1,0,288000.0
155.0,La Soukra,3.0,2.0,1,0,0,0,1,1,1,365000.0
100.0,El Aouina,4.0,2.0,1,0,0,0,0,1,1,270000.0
130.0,El Aouina,2.0,1.0,1,0,0,0,1,1,1,300000.0
133.0,El Aouina,2.0,2.0,1,0,0,0,1,1,1,340000.0
97.0,El Aouina,1.0,1.0,1,0,0,0,1,1,1,265000.0
75.0,Sidi Daoud,1.0,1.0,1,0,0,0,1,1,0,298000.0
56.0,El Aouina,1.0,2.0,1,0,0,0,1,1,1,215000.0
100.0,El Menzah 1,1.0,1.0,0,0,0,0,0,0,0,170000.0
124.0,La Goulette Port,3.0,1.0,0,0,0,0,1,1,0,305000.0
180.0,Marsa Safsaf,3.0,1.0,0,0,1,0,1,1,1,1500000.0
193.0,Marsa Safsaf,3.0,1.0,0,0,1,0,1,1,1,1500000.0
73.0,Bab Bhar,2.0,1.0,0,0,0,0,0,0,0,265000.0
100.0,Ksar Said,3.0,2.0,0,0,0,0,0,0,0,110000.0
100.0,Sidi Hassine,2.0,1.0,0,0,0,0,0,0,0,130000.0
