category,room_count,bathroom_count,size,type,price,city,region,log_price
Appartements,3.0,2.0,147.0,À Vendre,270000.0,Ariana,Ariana Ville,5.431363764158987
Appartements,3.0,3.0,186.0,À Vendre,465000.0,Ariana,La Soukra,5.6674529528899535
Appartements,3.0,1.0,180.0,À Vendre,320000.0,Ariana,Ennasr,5.505149978319906
Appartements,3.0,2.0,177.0,À Vendre,445000.0,Ariana,Autres villes,5.648360010980932
Appartements,2.0,1.0,75.0,À Vendre,110000.0,Ariana,Raoued,5.041392685158225
Appartements,4.0,2.0,180.0,À Vendre,430000.0,Ariana,Ghazela,5.633468455579586
Appartements,2.0,1.0,56.0,À Vendre,158000.0,Ariana,Jardins D'el Menzah,5.198657086954422
Appartements,3.0,2.0,138.0,À Vendre,340000.0,Ariana,Jardins D'el Menzah,5.531478917042255
Appartements,1.0,1.0,500.0,À Vendre,200000.0,Ariana,Chotrana,5.301029995663981
Appartements,3.0,1.0,120.0,À Vendre,240000.0,Ariana,La Soukra,5.380211241711606
Appartements,2.0,1.0,92.0,À Vendre,190000.0,Ariana,Ghazela,5.278753600952829
Appartements,4.0,2.0,175.0,À Vendre,300000.0,Ariana,Ennasr,5.477121254719663
Appartements,3.0,1.0,147.0,À Vendre,350000.0,Ariana,Ennasr,5.544068044350276
Appartements,3.0,1.0,126.0,À Vendre,255000.0,Ariana,Ariana,5.406540180433956
Appartements,4.0,1.0,116.0,À Vendre,165000.0,Ariana,Ariana Ville,5.217483944213907
Appartements,1.0,1.0,75.0,À Vendre,190000.0,Ariana,Ennasr,5.278753600952829
Appartements,2.0,1.0,126.0,À Vendre,330000.0,Ariana,Jardins D'el Menzah,5.518513939877887
Appartements,2.0,1.0,65.0,À Vendre,180000.0,Ariana,Ennasr,5.2552725051033065
Appartements,2.0,1.0,104.0,À Vendre,205000.0,Ariana,Ennasr,5.311753861055754
Appartements,2.0,1.0,111.0,À Vendre,154000.0,Ariana,Chotrana,5.187520720836463
Appartements,2.0,2.0,131.0,À Vendre,181000.0,Ariana,Chotrana,5.2576785748691846
Appartements,3.0,1.0,190.0,À Vendre,340000.0,Ariana,La Soukra,5.531478917042255
Appartements,1.0,1.0,70.0,À Vendre,120000.0,Ariana,Ennasr,5.079181246047625
Appartements,3.0,2.0,162.0,À Vendre,356994.0,Ariana,Ennasr,5.552660916983933
Appartements,3.0,1.0,82.0,À Vendre,230000.0,Ariana,Jardins D'el Menzah,5.361727836017593
Appartements,3.0,2.0,148.0,À Vendre,420000.0,Ariana,La Soukra,5.623249290397901
Appartements,2.0,1.0,70.0,À Vendre,28898899.0,Ariana,Autres villes,7.460881297174092
Appartements,2.0,1.0,112.0,À Vendre,190000.0,Ariana,La Soukra,5.278753600952829
Appartements,2.0,1.0,67.0,À Vendre,87000000.0,Ariana,Borj Louzir,7.939519252618618
Appartements,4.0,2.0,99.0,À Vendre,200000.0,Ariana,Borj Louzir,5.301029995663981
Appartements,3.0,2.0,500.0,À Vendre,390000.0,Ariana,Borj Louzir,5.5910646070265
Appartements,4.0,1.0,110.0,À Vendre,143000.0,Ariana,Ariana,5.155336037465061
Appartements,4.0,1.0,140.0,À Vendre,235000.0,Ariana,Jardins D'el Menzah,5.371067862271736
Appartements,3.0,3.0,160.0,À Vendre,350000.0,Ariana,La Soukra,5.544068044350276
Appartements,3.0,1.0,120.0,À Vendre,150000.0,Ariana,Mnihla,5.176091259055681
Appartements,3.0,1.0,100.0,À Vendre,150000.0,Ariana,Ariana,5.176091259055681
Appartements,3.0,3.0,135.0,À Vendre,300000.0,Ariana,Ennasr,5.477121254719663
Appartements,3.0,2.0,120.0,À Vendre,220000.0,Ariana,Ghazela,5.342422680822207
Appartements,2.0,2.0,124.0,À Vendre,200000.0,Ariana,Ghazela,5.301029995663981
Appartements,2.0,2.0,129.0,À Vendre,360000.0,Ariana,La Soukra,5.556302500767287
Appartements,3.0,1.0,100.0,À Vendre,130000.0,Ariana,Borj Louzir,5.113943352306837
Appartements,2.0,1.0,88.0,À Vendre,205000.0,Ariana,Autres villes,5.311753861055754
Appartements,3.0,2.0,135.0,À Vendre,280000.0,Ariana,Ennasr,5.447158031342219
Appartements,3.0,2.0,151.0,À Vendre,335000.0,Ariana,Ennasr,5.525044807036846
Appartements,2.0,1.0,90.0,À Vendre,210000.0,Ariana,Ennasr,5.32221929473392
Appartements,3.0,1.0,122.0,À Vendre,185000.0,Ariana,La Soukra,5.267171728403014
Appartements,3.0,1.0,121.0,À Vendre,185000.0,Ariana,La Soukra,5.267171728403014
Appartements,3.0,1.0,111.0,À Vendre,300000.0,Ariana,Ennasr,5.477121254719663
Appartements,3.0,1.0,150.0,À Vendre,390000.0,Ariana,La Soukra,5.5910646070265
Appartements,3.0,2.0,198.0,À Vendre,420000.0,Ariana,Ennasr,5.623249290397901
Appartements,4.0,3.0,174.0,À Vendre,511536.0,Ariana,Ennasr,5.708876203153131
Appartements,3.0,3.0,158.0,À Vendre,345000.0,Ariana,La Soukra,5.537819095073274
Appartements,2.0,2.0,125.0,À Vendre,259000.0,Ariana,Ennasr,5.413299764081252
Appartements,4.0,2.0,205.0,À Vendre,295000.0,Ariana,Ennasr,5.469822015978163
Appartements,2.0,2.0,117.0,À Vendre,259000.0,Ariana,Ennasr,5.413299764081252
Appartements,2.0,1.0,125.0,À Vendre,190000.0,Ariana,Autres villes,5.278753600952829
Appartements,2.0,1.0,92.0,À Vendre,195000.0,Ariana,Ghazela,5.290034611362518
Appartements,1.0,1.0,60.0,À Vendre,120000.0,Ariana,La Soukra,5.079181246047625
Appartements,2.0,1.0,130.0,À Vendre,280000.0,Ariana,Jardins D'el Menzah,5.447158031342219
Appartements,2.0,2.0,90.0,À Vendre,125000.0,Ariana,Ghazela,5.096910013008056
Appartements,3.0,1.0,140.0,À Vendre,300000.0,Ariana,Ennasr,5.477121254719663
Appartements,3.0,3.0,201.0,À Vendre,565000.0,Ariana,Autres villes,5.752048447819439
Appartements,1.0,1.0,114.0,À Vendre,143000.0,Ariana,Ghazela,5.155336037465061
Appartements,3.0,1.0,150.0,À Vendre,320000.0,Ariana,Ennasr,5.505149978319906
Appartements,1.0,1.0,71.0,À Vendre,1600000.0,Ariana,Borj Louzir,6.204119982655925
Appartements,3.0,3.0,162.0,À Vendre,416000.0,Ariana,La Soukra,5.619093330626742
Appartements,1.0,1.0,60.0,À Vendre,150000.0,Ariana,Ghazela,5.176091259055681
Appartements,1.0,1.0,68.0,À Vendre,1780000.0,Ariana,Borj Louzir,6.250420002308894
Appartements,1.0,1.0,72.0,À Vendre,1900000.0,Ariana,Borj Louzir,6.278753600952829
Appartements,1.0,1.0,58.0,À Vendre,109000.0,Ariana,Chotrana,5.037426497940624
Appartements,2.0,1.0,77.0,À Vendre,175000.0,Ariana,Autres villes,5.243038048686294
Appartements,3.0,2.0,156.0,À Vendre,285000.0,Ariana,Ennasr,5.45484486000851
Appartements,3.0,3.0,198.0,À Vendre,420000.0,Ariana,Ennasr,5.623249290397901
Appartements,3.0,1.0,109.0,À Vendre,180000.0,Ariana,Ghazela,5.2552725051033065
Appartements,3.0,1.0,80.0,À Vendre,130000.0,Ariana,La Soukra,5.113943352306837
Appartements,3.0,3.0,175.0,À Vendre,330000.0,Ariana,Chotrana,5.518513939877887
Appartements,3.0,1.0,124.0,À Vendre,250000.0,Ariana,La Soukra,5.3979400086720375
Appartements,4.0,2.0,180.0,À Vendre,310000.0,Ariana,La Soukra,5.491361693834273
Appartements,2.0,1.0,111.0,À Vendre,170000.0,Ariana,Ariana,5.230448921378274
Appartements,1.0,1.0,54.0,À Vendre,150000.0,Ariana,Ariana,5.176091259055681
Appartements,3.0,1.0,65.0,À Vendre,95000.0,Ariana,Ghazela,4.977723605288848
Appartements,2.0,1.0,75.0,À Vendre,190000.0,Ariana,Ennasr,5.278753600952829
Appartements,1.0,1.0,60.0,À Vendre,100000.0,Ariana,La Soukra,5.0
Appartements,2.0,1.0,126.0,À Vendre,250000.0,Ariana,Ennasr,5.3979400086720375
Appartements,2.0,1.0,130.0,À Vendre,280000.0,Ariana,Jardins D'el Menzah,5.447158031342219
Appartements,3.0,2.0,134.0,À Vendre,355000.0,Ariana,Ennasr,5.550228353055094
Appartements,2.0,1.0,117.0,À Vendre,220000.0,Ariana,Ariana Ville,5.342422680822207
Appartements,2.0,2.0,138.0,À Vendre,358000.0,Ariana,Ennasr,5.553883026643875
Appartements,3.0,1.0,154.0,À Vendre,320000.0,Ariana,La Soukra,5.505149978319906
Appartements,4.0,1.0,150.0,À Vendre,375000.0,Ariana,Ariana,5.574031267727719
Appartements,1.0,1.0,60.0,À Vendre,100000.0,Ariana,La Soukra,5.0
Appartements,1.0,1.0,48.0,À Vendre,150000.0,Ariana,Ennasr,5.176091259055681
Appartements,3.0,1.0,156.0,À Vendre,340000.0,Ariana,La Soukra,5.531478917042255
Appartements,2.0,1.0,72.0,À Vendre,81000.0,Ariana,Chotrana,4.9084850188786495
Appartements,2.0,1.0,80.0,À Vendre,120000000.0,Ariana,Borj Louzir,8.079181246047625
Appartements,3.0,1.0,143.0,À Vendre,180000.0,Ariana,Autres villes,5.2552725051033065
Appartements,2.0,1.0,109.0,À Vendre,175000.0,Ariana,Ghazela,5.243038048686294
Appartements,4.0,1.0,147.0,À Vendre,260000.0,Ariana,Jardins D'el Menzah,5.414973347970818
Appartements,4.0,1.0,127.0,À Vendre,255000.0,Ariana,Ghazela,5.406540180433956
Appartements,2.0,2.0,124.0,À Vendre,284000.0,Ariana,Chotrana,5.453318340047038
Appartements,4.0,1.0,114.0,À Vendre,170000000.0,Ariana,Autres villes,8.230448921378274
Appartements,4.0,1.0,147.0,À Vendre,257750.0,Ariana,Jardins D'el Menzah,5.411198673955554
Appartements,3.0,2.0,106.0,À Vendre,190000.0,Ariana,Ghazela,5.278753600952829
Appartements,2.0,2.0,94.0,À Vendre,145000.0,Ariana,Ghazela,5.161368002234975
Appartements,1.0,2.0,64.0,À Vendre,115000.0,Ariana,Ghazela,5.060697840353612
Appartements,2.0,1.0,80.0,À Vendre,120000.0,Ariana,Ariana Ville,5.079181246047625
Appartements,2.0,1.0,160.0,À Vendre,340000.0,Ariana,La Soukra,5.531478917042255
Appartements,2.0,1.0,88.0,À Vendre,1900000.0,Ariana,Borj Louzir,6.278753600952829
Appartements,3.0,1.0,135.0,À Vendre,345000.0,Ariana,Ennasr,5.537819095073274
Appartements,3.0,2.0,116.0,À Vendre,235000.0,Ariana,Autres villes,5.371067862271736
Appartements,3.0,1.0,108.0,À Vendre,185000.0,Ariana,Ariana,5.267171728403014
Appartements,3.0,1.0,103.0,À Vendre,150000.0,Ariana,Ariana,5.176091259055681
Appartements,4.0,1.0,145.0,À Vendre,288000.0,Ariana,Ennasr,5.459392487759231
Appartements,3.0,1.0,120.0,À Vendre,215000.0,Ariana,Borj Louzir,5.332438459915605
Appartements,1.0,1.0,50.0,À Vendre,150000.0,Ariana,Ennasr,5.176091259055681
Appartements,2.0,1.0,105.0,À Vendre,199000.0,Ariana,Ghazela,5.298853076409706
Appartements,2.0,1.0,70.0,À Vendre,205000.0,Ariana,Ennasr,5.311753861055754
Appartements,1.0,1.0,40.0,À Vendre,124000.0,Ariana,Ennasr,5.093421685162235
Appartements,2.0,1.0,126.0,À Vendre,250000.0,Ariana,Ennasr,5.3979400086720375
Appartements,2.0,1.0,111.0,À Vendre,220000.0,Ariana,Ennasr,5.342422680822207
Appartements,1.0,1.0,50.0,À Vendre,150000.0,Ariana,Ennasr,5.176091259055681
Appartements,2.0,2.0,112.0,À Vendre,235000.0,Ariana,La Soukra,5.371067862271736
Appartements,3.0,2.0,146.0,À Vendre,320000.0,Ariana,Borj Louzir,5.505149978319906
Appartements,2.0,1.0,91.0,À Vendre,185000.0,Ariana,Ariana,5.267171728403014
Appartements,3.0,1.0,122.0,À Vendre,265000.0,Ariana,Autres villes,5.423245873936808
Appartements,2.0,1.0,126.0,À Vendre,250000.0,Ariana,Ennasr,5.3979400086720375
Appartements,3.0,1.0,120.0,À Vendre,120000.0,Ariana,Borj Louzir,5.079181246047625
Appartements,1.0,1.0,60.0,À Vendre,100000.0,Ariana,La Soukra,5.0
Appartements,3.0,2.0,156.0,À Vendre,350000.0,Ariana,La Soukra,5.544068044350276
Appartements,2.0,1.0,129.0,À Vendre,245000.0,Ariana,Ennasr,5.389166084364533
Appartements,2.0,1.0,130.0,À Vendre,280000.0,Ariana,Jardins D'el Menzah,5.447158031342219
Appartements,3.0,2.0,120.0,À Vendre,330000.0,Ariana,Ennasr,5.518513939877887
Appartements,3.0,1.0,127.0,À Vendre,1900000.0,Ben arous,Medina Jedida,6.278753600952829
Appartements,4.0,1.0,117.0,À Vendre,121000.0,Ben arous,Fouchana,5.08278537031645
Appartements,2.0,1.0,55.0,À Vendre,95000.0,Ben arous,Mornag,4.977723605288848
Appartements,2.0,1.0,109.0,À Vendre,200000.0,Ben arous,Medina Jedida,5.301029995663981
Appartements,3.0,1.0,93.0,À Vendre,135000.0,Ben arous,Autres villes,5.130333768495007
Appartements,3.0,1.0,70.0,À Vendre,165000.0,Ben arous,Autres villes,5.217483944213907
Appartements,4.0,1.0,103.0,À Vendre,100000.0,Ben arous,El Mourouj,5.0
Appartements,3.0,1.0,97.0,À Vendre,120000.0,Ben arous,Hammam Chott,5.079181246047625
Appartements,3.0,1.0,110.0,À Vendre,153000.0,Ben arous,El Mourouj,5.184691430817598
Appartements,4.0,3.0,210.0,À Vendre,385000.0,Ben arous,Ezzahra,5.585460729508501
Appartements,2.0,1.0,64.0,À Vendre,85000.0,Ben arous,El Mourouj,4.929418925714293
Appartements,3.0,1.0,85.0,À Vendre,95000.0,Ben arous,El Mourouj,4.977723605288848
Appartements,3.0,1.0,106.0,À Vendre,170000.0,Ben arous,El Mourouj,5.230448921378274
Appartements,4.0,1.0,90.0,À Vendre,130000.0,Ben arous,El Mourouj,5.113943352306837
Appartements,2.0,1.0,110.0,À Vendre,165000.0,Ben arous,Boumhel,5.217483944213907
Appartements,4.0,1.0,102.0,À Vendre,180000.0,Ben arous,El Mourouj,5.2552725051033065
Appartements,3.0,1.0,85.0,À Vendre,115000.0,Ben arous,Hammam Lif,5.060697840353612
Appartements,4.0,2.0,125.0,À Vendre,130000.0,Ben arous,Boumhel,5.113943352306837
Appartements,2.0,1.0,65.0,À Vendre,75000.0,Ben arous,Hammam Lif,4.8750612633917
Appartements,2.0,1.0,75.0,À Vendre,105000.0,Ben arous,Boumhel,5.021189299069938
Appartements,3.0,1.0,110.0,À Vendre,123000.0,Ben arous,El Mourouj,5.089905111439398
Appartements,3.0,2.0,153.0,À Vendre,200000.0,Ben arous,Medina Jedida,5.301029995663981
Appartements,2.0,1.0,96.0,À Vendre,188000.0,Ben arous,Hammam Lif,5.27415784926368
Appartements,2.0,1.0,159.0,À Vendre,220000.0,Ben arous,Hammam Lif,5.342422680822207
Appartements,4.0,2.0,110.0,À Vendre,130000.0,Ben arous,El Mourouj,5.113943352306837
Appartements,3.0,1.0,75.0,À Vendre,65000.0,Ben arous,Ben arous,4.812913356642856
Appartements,3.0,2.0,110.0,À Vendre,110000.0,Ben arous,El Mourouj,5.041392685158225
Appartements,4.0,2.0,160.0,À Vendre,350000.0,Ben arous,Ezzahra,5.544068044350276
Appartements,2.0,1.0,104.0,À Vendre,155000.0,Ben arous,Mornag,5.190331698170292
Appartements,2.0,1.0,76.0,À Vendre,120000.0,Ben arous,Radès,5.079181246047625
Appartements,4.0,2.0,140.0,À Vendre,170000.0,Ben arous,El Mourouj,5.230448921378274
Appartements,2.0,1.0,80.0,À Vendre,142500.0,Ben arous,Boumhel,5.153814864344529
Appartements,4.0,1.0,94.0,À Vendre,140000.0,Ben arous,El Mourouj,5.146128035678238
Appartements,2.0,1.0,75.0,À Vendre,85000.0,Ben arous,Autres villes,4.929418925714293
Appartements,3.0,1.0,110.0,À Vendre,123000.0,Ben arous,El Mourouj,5.089905111439398
Appartements,4.0,1.0,142.0,À Vendre,190000000.0,Ben arous,Autres villes,8.278753600952829
Appartements,2.0,1.0,96.0,À Vendre,110000.0,Ben arous,Autres villes,5.041392685158225
Appartements,2.0,1.0,138.0,À Vendre,250000.0,Ben arous,Boumhel,5.3979400086720375
Appartements,3.0,1.0,105.0,À Vendre,350000.0,Ben arous,Hammam Chott,5.544068044350276
Appartements,2.0,1.0,144.0,À Vendre,180000.0,Ben arous,Hammam Chott,5.2552725051033065
Appartements,3.0,1.0,129.0,À Vendre,192000.0,Ben arous,Autres villes,5.283301228703549
Appartements,4.0,1.0,140.0,À Vendre,165000.0,Ben arous,Ezzahra,5.217483944213907
Appartements,4.0,1.0,150.0,À Vendre,165000.0,Ben arous,Ezzahra,5.217483944213907
Appartements,3.0,1.0,110.0,À Vendre,140000.0,Ben arous,Hammam Chott,5.146128035678238
Appartements,2.0,1.0,80.0,À Vendre,95000.0,Ben arous,Boumhel,4.977723605288848
Appartements,3.0,2.0,127.0,À Vendre,197300.0,Ben arous,El Mourouj,5.295127085252191
Appartements,2.0,1.0,80.0,À Vendre,134500.0,Ben arous,El Mourouj,5.128722284338426
Appartements,3.0,1.0,90.0,À Vendre,135000.0,Ben arous,Medina Jedida,5.130333768495007
Appartements,3.0,2.0,140.0,À Vendre,215000.0,Ben arous,Boumhel,5.332438459915605
Appartements,2.0,1.0,72.0,À Vendre,150000.0,Ben arous,Radès,5.176091259055681
Appartements,3.0,1.0,136.0,À Vendre,170000.0,Ben arous,Medina Jedida,5.230448921378274
Appartements,2.0,1.0,98.0,À Vendre,125000.0,Ben arous,Medina Jedida,5.096910013008056
Appartements,3.0,1.0,115.0,À Vendre,137000.0,Ben arous,Medina Jedida,5.136720567156407
Appartements,1.0,1.0,73.0,À Vendre,129000.0,Ben arous,Medina Jedida,5.110589710299249
Appartements,2.0,1.0,105.0,À Vendre,190000.0,Ben arous,Radès,5.278753600952829
Appartements,3.0,2.0,150.0,À Vendre,359000.0,Ben arous,Mégrine,5.555094448578319
Appartements,3.0,1.0,122.0,À Vendre,228000.0,Ben arous,Mégrine,5.357934847000454
Appartements,3.0,1.0,136.0,À Vendre,195000.0,Ben arous,Ben arous,5.290034611362518
Appartements,3.0,1.0,136.0,À Vendre,195000.0,Ben arous,Ben arous,5.290034611362518
Appartements,3.0,2.0,157.0,À Vendre,265000.0,Ben arous,Medina Jedida,5.423245873936808
Appartements,3.0,2.0,147.0,À Vendre,420000.0,Ben arous,Mégrine,5.623249290397901
Appartements,3.0,1.0,178.0,À Vendre,249000.0,Ben arous,Medina Jedida,5.396199347095736
Appartements,3.0,1.0,85.0,À Vendre,105000.0,Ben arous,Ezzahra,5.021189299069938
Appartements,3.0,1.0,100.0,À Vendre,170000.0,Ben arous,Radès,5.230448921378274
Appartements,2.0,1.0,90.0,À Vendre,195000.0,Ben arous,Boumhel,5.290034611362518
Appartements,2.0,1.0,24.0,À Vendre,24000.0,Ben arous,Autres villes,4.380211241711606
Appartements,2.0,1.0,80.0,À Vendre,120000.0,Ben arous,Medina Jedida,5.079181246047625
Appartements,3.0,1.0,70.0,À Vendre,290000.0,Ben arous,Ben arous,5.4623979978989565
Appartements,2.0,1.0,100.0,À Vendre,160000.0,Ben arous,Ezzahra,5.204119982655925
Appartements,2.0,1.0,90.0,À Vendre,125000.0,Ben arous,Hammam Lif,5.096910013008056
Appartements,4.0,2.0,230.0,À Vendre,250000.0,Ben arous,Mornag,5.3979400086720375
Appartements,2.0,1.0,100.0,À Vendre,115000.0,Ben arous,Medina Jedida,5.060697840353612
Appartements,4.0,2.0,175.0,À Vendre,1400000.0,Ben arous,Mornag,6.146128035678238
Appartements,2.0,1.0,80.0,À Vendre,107000.0,Ben arous,Radès,5.02938377768521
Appartements,3.0,2.0,214.0,À Vendre,2900000.0,Ben arous,Mégrine,6.4623979978989565
Appartements,2.0,1.0,90.0,À Vendre,145000.0,Ben arous,El Mourouj,5.161368002234975
Appartements,4.0,2.0,175.0,À Vendre,2600000.0,Ben arous,Mégrine,6.414973347970818
Appartements,3.0,2.0,170.0,À Vendre,1650000.0,Ben arous,Medina Jedida,6.217483944213907
Appartements,2.0,1.0,98.0,À Vendre,150000.0,Ben arous,Mornag,5.176091259055681
Appartements,2.0,1.0,75.0,À Vendre,125000.0,Ben arous,El Mourouj,5.096910013008056
Appartements,2.0,1.0,85.0,À Vendre,120000.0,Ben arous,El Mourouj,5.079181246047625
Appartements,3.0,1.0,110.0,À Vendre,150000.0,Ben arous,El Mourouj,5.176091259055681
Appartements,2.0,1.0,80.0,À Vendre,110000.0,Ben arous,El Mourouj,5.041392685158225
Appartements,3.0,1.0,80.0,À Vendre,115000.0,Ben arous,Radès,5.060697840353612
Appartements,4.0,1.0,90.0,À Vendre,11111.0,Ben arous,Radès,4.045753147594141
Appartements,4.0,2.0,200.0,À Vendre,300000.0,Ben arous,El Mourouj,5.477121254719663
Appartements,3.0,1.0,90.0,À Vendre,140000.0,Ben arous,Radès,5.146128035678238
Appartements,3.0,1.0,140.0,À Vendre,168000.0,Ben arous,Ezzahra,5.225309281725863
Appartements,3.0,1.0,100.0,À Vendre,850000.0,Ben arous,El Mourouj,5.929418925714293
Appartements,3.0,1.0,85.0,À Vendre,165000.0,Ben arous,Radès,5.217483944213907
Appartements,4.0,2.0,105.0,À Vendre,120000.0,Ben arous,Autres villes,5.079181246047625
Appartements,4.0,1.0,85.0,À Vendre,130000.0,Ben arous,Autres villes,5.113943352306837
Appartements,3.0,1.0,94.0,À Vendre,105000.0,Ben arous,El Mourouj,5.021189299069938
Appartements,2.0,1.0,113.0,À Vendre,169000.0,Ben arous,Boumhel,5.227886704613674
Appartements,3.0,1.0,120.0,À Vendre,98000.0,Ben arous,Ben arous,4.991226075692495
Appartements,2.0,1.0,100.0,À Vendre,99000.0,Ben arous,Mornag,4.99563519459755
Appartements,2.0,1.0,95.0,À Vendre,129000.0,Ben arous,Hammam Chott,5.110589710299249
Appartements,2.0,1.0,90.0,À Vendre,120000.0,Ben arous,Radès,5.079181246047625
Appartements,2.0,1.0,108.0,À Vendre,169000.0,Ben arous,Boumhel,5.227886704613674
Appartements,1.0,1.0,63.0,À Vendre,100000.0,Ben arous,Hammam Chott,5.0
Appartements,2.0,1.0,70.0,À Vendre,120000.0,Ben arous,El Mourouj,5.079181246047625
Appartements,3.0,1.0,130.0,À Vendre,229000.0,Ben arous,Boumhel,5.359835482339888
Appartements,2.0,1.0,75.0,À Vendre,105000.0,Ben arous,El Mourouj,5.021189299069938
Appartements,2.0,1.0,90.0,À Vendre,98000.0,Ben arous,Hammam Chott,4.991226075692495
Appartements,3.0,1.0,90.0,À Vendre,100000.0,Ben arous,Autres villes,5.0
Appartements,2.0,1.0,67.0,À Vendre,120000.0,Ben arous,Radès,5.079181246047625
Appartements,1.0,1.0,120.0,À Vendre,27000.0,Ben arous,El Mourouj,4.431363764158987
Appartements,3.0,1.0,145.0,À Vendre,249000.0,Ben arous,Boumhel,5.396199347095736
Appartements,3.0,1.0,103.0,À Vendre,200000.0,Ben arous,El Mourouj,5.301029995663981
Appartements,2.0,1.0,60.0,À Vendre,85000.0,Ben arous,El Mourouj,4.929418925714293
Appartements,2.0,1.0,125.0,À Vendre,177000.0,Ben arous,Radès,5.247973266361806
Appartements,2.0,1.0,75.0,À Vendre,85000.0,Ben arous,Hammam Lif,4.929418925714293
Appartements,2.0,1.0,90.0,À Vendre,197000.0,Ben arous,Medina Jedida,5.294466226161593
Appartements,2.0,1.0,100.0,À Vendre,115000.0,Ben arous,Medina Jedida,5.060697840353612
Appartements,3.0,1.0,100.0,À Vendre,170000.0,Ben arous,Ezzahra,5.230448921378274
Appartements,3.0,1.0,115.0,À Vendre,145000.0,Ben arous,Ben arous,5.161368002234975
Appartements,3.0,1.0,110.0,À Vendre,195000.0,Ben arous,Ezzahra,5.290034611362518
Appartements,4.0,1.0,113.0,À Vendre,200000.0,Ben arous,Autres villes,5.301029995663981
Appartements,1.0,1.0,70.0,À Vendre,135000.0,Ben arous,Hammam Lif,5.130333768495007
Appartements,3.0,1.0,120.0,À Vendre,225000.0,Ben arous,Ezzahra,5.352182518111363
Appartements,2.0,1.0,95.0,À Vendre,110000.0,Ben arous,Radès,5.041392685158225
Appartements,3.0,2.0,155.0,À Vendre,395000.0,Ben arous,Mégrine,5.596597095626461
Appartements,3.0,2.0,140.0,À Vendre,270000.0,Ben arous,Medina Jedida,5.431363764158987
Appartements,2.0,1.0,110.0,À Vendre,190000.0,Ben arous,Hammam Lif,5.278753600952829
Appartements,3.0,1.0,110.0,À Vendre,250000.0,Ben arous,Medina Jedida,5.3979400086720375
Appartements,3.0,2.0,140.0,À Vendre,295000.0,Ben arous,Boumhel,5.469822015978163
Appartements,3.0,1.0,68.0,À Vendre,120000.0,Ben arous,Hammam Lif,5.079181246047625
Appartements,2.0,1.0,92.0,À Vendre,120000.0,Ben arous,Fouchana,5.079181246047625
Appartements,2.0,1.0,83.0,À Vendre,120000.0,Ben arous,El Mourouj,5.079181246047625
Appartements,3.0,2.0,130.0,À Vendre,199000.0,Ben arous,Hammam Lif,5.298853076409706
Appartements,2.0,1.0,92.0,À Vendre,105000.0,Ben arous,Boumhel,5.021189299069938
Appartements,2.0,1.0,75.0,À Vendre,90000.0,Ben arous,El Mourouj,4.954242509439325
Appartements,3.0,2.0,83.0,À Vendre,110000.0,Ben arous,El Mourouj,5.041392685158225
Appartements,3.0,1.0,70.0,À Vendre,105000.0,Ben arous,Ben arous,5.021189299069938
Appartements,3.0,2.0,120.0,À Vendre,210000.0,Ben arous,Ezzahra,5.32221929473392
Appartements,3.0,2.0,116.0,À Vendre,169000.0,Ben arous,Medina Jedida,5.227886704613674
Appartements,2.0,2.0,120.0,À Vendre,190000.0,Ben arous,Medina Jedida,5.278753600952829
Appartements,3.0,1.0,87.0,À Vendre,95000.0,Ben arous,Hammam Chott,4.977723605288848
Appartements,2.0,1.0,78.0,À Vendre,100000.0,Ben arous,Fouchana,5.0
Appartements,3.0,2.0,100.0,À Vendre,120000.0,Ben arous,Medina Jedida,5.079181246047625
Appartements,3.0,2.0,105.0,À Vendre,170000.0,Ben arous,Medina Jedida,5.230448921378274
Appartements,4.0,2.0,110.0,À Vendre,130000.0,Ben arous,El Mourouj,5.113943352306837
Appartements,4.0,1.0,115.0,À Vendre,145000.0,Ben arous,El Mourouj,5.161368002234975
Appartements,4.0,1.0,110.0,À Vendre,155000.0,Ben arous,El Mourouj,5.190331698170292
Appartements,2.0,1.0,70.0,À Vendre,120000.0,Ben arous,El Mourouj,5.079181246047625
Appartements,3.0,1.0,110.0,À Vendre,150000.0,Ben arous,El Mourouj,5.176091259055681
Appartements,4.0,2.0,130.0,À Vendre,220000.0,Ben arous,Autres villes,5.342422680822207
Appartements,2.0,1.0,90.0,À Vendre,105000.0,Ben arous,Boumhel,5.021189299069938
Appartements,2.0,1.0,90.0,À Vendre,99000.0,Ben arous,Fouchana,4.99563519459755
Appartements,3.0,1.0,99.0,À Vendre,150000.0,Ben arous,Ben arous,5.176091259055681
Appartements,2.0,2.0,110.0,À Vendre,187000.0,Ben arous,Autres villes,5.271841606536499
Appartements,2.0,1.0,103.0,À Vendre,153000.0,Ben arous,Medina Jedida,5.184691430817598
Appartements,3.0,3.0,130.0,À Vendre,210000.0,Ben arous,Boumhel,5.32221929473392
Appartements,2.0,1.0,72.0,À Vendre,180000.0,Ben arous,Radès,5.2552725051033065
Appartements,3.0,1.0,100.0,À Vendre,165000.0,Ben arous,Radès,5.217483944213907
Appartements,3.0,1.0,87.0,À Vendre,108000.0,Ben arous,Fouchana,5.033423755486949
Appartements,1.0,1.0,70.0,À Vendre,110000.0,Ben arous,Autres villes,5.041392685158225
Appartements,2.0,2.0,116.0,À Vendre,160000.0,Ben arous,Autres villes,5.204119982655925
