category,room_count,bathroom_count,size,type,price,city,region,log_price
Appartements,2.0,2.0,108.0,À Vendre,148000.0,Ben arous,Autres villes,5.1702617153949575
Appartements,3.0,1.0,135.0,À Vendre,145000.0,Ben arous,Fouchana,5.161368002234975
Appartements,2.0,1.0,116.0,À Vendre,201250.0,Ben arous,Medina Jedida,5.303735889039906
Appartements,2.0,1.0,111.0,À Vendre,195000.0,Ben arous,Medina Jedida,5.290034611362518
Appartements,4.0,2.0,157.0,À Vendre,245000.0,Ben arous,Autres villes,5.389166084364533
Appartements,3.0,2.0,115.0,À Vendre,214000.0,Ben arous,Medina Jedida,5.330413773349191
Appartements,3.0,1.0,81.0,À Vendre,145000.0,Ben arous,Radès,5.161368002234975
Appartements,3.0,1.0,111.0,À Vendre,158000.0,Ben arous,Autres villes,5.198657086954422
Appartements,4.0,2.0,140.0,À Vendre,220000.0,Ben arous,Boumhel,5.342422680822207
Appartements,3.0,1.0,105.0,À Vendre,155000.0,Ben arous,Medina Jedida,5.190331698170292
Appartements,3.0,2.0,127.0,À Vendre,160000.0,Ben arous,Ezzahra,5.204119982655925
Appartements,3.0,1.0,100.0,À Vendre,150000.0,Ben arous,Autres villes,5.176091259055681
Appartements,4.0,1.0,96.0,À Vendre,158000.0,La manouba,Manouba Ville,5.198657086954422
Appartements,4.0,1.0,96.0,À Vendre,165000.0,La manouba,Manouba Ville,5.217483944213907
Appartements,3.0,1.0,109.0,À Vendre,164703.0,La manouba,Oued Ellil,5.21670150974401
Appartements,1.0,1.0,50.0,À Vendre,58000.0,La manouba,Denden,4.763427993562937
Appartements,2.0,1.0,71.0,À Vendre,110000.0,La manouba,La manouba,5.041392685158225
Appartements,3.0,1.0,125.0,À Vendre,180000.0,La manouba,La manouba,5.2552725051033065
Appartements,2.0,1.0,119.0,À Vendre,245000.0,La manouba,La manouba,5.389166084364533
Appartements,3.0,1.0,85.0,À Vendre,80000.0,La manouba,La manouba,4.903089986991944
Appartements,3.0,1.0,156.0,À Vendre,235000.0,La manouba,La manouba,5.371067862271736
Appartements,3.0,1.0,102.0,À Vendre,130000.0,La manouba,La manouba,5.113943352306837
Appartements,3.0,1.0,135.0,À Vendre,235000.0,La manouba,Autres villes,5.371067862271736
Appartements,3.0,2.0,162.0,À Vendre,400000.0,La manouba,La manouba,5.6020599913279625
Appartements,3.0,1.0,100.0,À Vendre,240000.0,La manouba,La manouba,5.380211241711606
Appartements,4.0,1.0,129.0,À Vendre,260000.0,La manouba,Denden,5.414973347970818
Appartements,4.0,2.0,102.0,À Vendre,110000.0,La manouba,Douar Hicher,5.041392685158225
Appartements,3.0,1.0,80.0,À Vendre,95000.0,La manouba,Autres villes,4.977723605288848
Appartements,2.0,1.0,110.0,À Vendre,210000.0,La manouba,Autres villes,5.32221929473392
Appartements,3.0,1.0,77.0,À Vendre,125000.0,La manouba,Denden,5.096910013008056
Appartements,3.0,1.0,85.0,À Vendre,120000.0,La manouba,Autres villes,5.079181246047625
Appartements,3.0,1.0,90.0,À Vendre,130000.0,La manouba,La manouba,5.113943352306837
Appartements,2.0,1.0,55.0,À Vendre,110000.0,La manouba,La manouba,5.041392685158225
Appartements,1.0,1.0,75.0,À Vendre,105000.0,La manouba,Manouba Ville,5.021189299069938
Appartements,4.0,1.0,100.0,À Vendre,110000.0,La manouba,Douar Hicher,5.041392685158225
Appartements,3.0,1.0,90.0,À Vendre,105000.0,La manouba,Denden,5.021189299069938
Appartements,3.0,1.0,85.0,À Vendre,120000.0,La manouba,Manouba Ville,5.079181246047625
Appartements,3.0,1.0,45.0,À Vendre,45000000.0,La manouba,Autres villes,7.653212513775344
Appartements,4.0,3.0,164.0,À Vendre,330000.0,La manouba,Autres villes,5.518513939877887
Appartements,4.0,1.0,115.0,À Vendre,120000.0,La manouba,Denden,5.079181246047625
Appartements,3.0,1.0,99.0,À Vendre,75000.0,La manouba,Douar Hicher,4.8750612633917
Appartements,3.0,2.0,199.0,À Vendre,420000.0,La manouba,Manouba Ville,5.623249290397901
Appartements,4.0,1.0,130.0,À Vendre,250000.0,La manouba,Denden,5.3979400086720375
Appartements,4.0,1.0,120.0,À Vendre,250000.0,La manouba,Manouba Ville,5.3979400086720375
Appartements,3.0,1.0,94.0,À Vendre,100000.0,La manouba,Douar Hicher,5.0
Appartements,2.0,2.0,100.0,À Vendre,20000.0,La manouba,Autres villes,4.301029995663981
Appartements,2.0,1.0,95.0,À Vendre,178000.0,La manouba,Manouba Ville,5.250420002308894
Appartements,2.0,1.0,53.0,À Vendre,70000.0,La manouba,Oued Ellil,4.845098040014257
Appartements,2.0,1.0,110.0,À Vendre,165000.0,La manouba,Denden,5.217483944213907
Appartements,2.0,1.0,50.0,À Vendre,60000.0,La manouba,Denden,4.778151250383644
Appartements,2.0,1.0,72.0,À Vendre,80000000.0,La manouba,Oued Ellil,7.903089986991944
Appartements,2.0,1.0,80.0,À Vendre,136000.0,La manouba,La manouba,5.133538908370218
Appartements,3.0,1.0,100.0,À Vendre,170000.0,La manouba,Autres villes,5.230448921378274
Appartements,3.0,1.0,250.0,À Vendre,250000.0,La manouba,La manouba,5.3979400086720375
Appartements,3.0,1.0,74.0,À Vendre,300000.0,La manouba,Oued Ellil,5.477121254719663
Appartements,4.0,1.0,90.0,À Vendre,155000.0,La manouba,Denden,5.190331698170292
Appartements,1.0,1.0,50.0,À Vendre,58000.0,La manouba,Denden,4.763427993562937
Appartements,3.0,1.0,86.0,À Vendre,90000.0,La manouba,Douar Hicher,4.954242509439325
Appartements,3.0,1.0,113.0,À Vendre,200000.0,La manouba,Autres villes,5.301029995663981
Appartements,3.0,1.0,100.0,À Vendre,90000.0,La manouba,Douar Hicher,4.954242509439325
Appartements,2.0,1.0,100.0,À Vendre,350000000.0,La manouba,Autres villes,8.544068044350276
Appartements,3.0,1.0,90.0,À Vendre,120000.0,La manouba,La manouba,5.079181246047625
Appartements,4.0,2.0,112.0,À Vendre,188000.0,La manouba,Denden,5.27415784926368
Appartements,2.0,1.0,72.0,À Vendre,85000000.0,La manouba,Oued Ellil,7.929418925714293
Appartements,4.0,1.0,120.0,À Vendre,160000.0,La manouba,Denden,5.204119982655925
Appartements,4.0,1.0,123.0,À Vendre,225000.0,La manouba,Autres villes,5.352182518111363
Appartements,2.0,1.0,90.0,À Vendre,160000.0,La manouba,Autres villes,5.204119982655925
Appartements,3.0,1.0,180.0,À Vendre,130000.0,La manouba,Autres villes,5.113943352306837
Appartements,3.0,1.0,100.0,À Vendre,220000.0,La manouba,Manouba Ville,5.342422680822207
Appartements,3.0,1.0,98.0,À Vendre,132000.0,La manouba,Manouba Ville,5.12057393120585
Appartements,3.0,1.0,110.0,À Vendre,210000.0,La manouba,Autres villes,5.32221929473392
Appartements,3.0,1.0,100.0,À Vendre,125000.0,La manouba,Denden,5.096910013008056
Appartements,2.0,1.0,96.0,À Vendre,183350.0,La manouba,La manouba,5.2632809142966215
Appartements,3.0,2.0,120.0,À Vendre,230000.0,La manouba,Autres villes,5.361727836017593
Appartements,3.0,1.0,120.0,À Vendre,250000.0,La manouba,Autres villes,5.3979400086720375
Appartements,4.0,2.0,132.0,À Vendre,198000.0,La manouba,Manouba Ville,5.296665190261531
Appartements,2.0,1.0,96.0,À Vendre,143000.0,La manouba,La manouba,5.155336037465061
Appartements,3.0,1.0,80.0,À Vendre,115000.0,La manouba,Manouba Ville,5.060697840353612
Appartements,3.0,1.0,75.0,À Vendre,160000.0,La manouba,Autres villes,5.204119982655925
Appartements,2.0,1.0,90.0,À Vendre,98000.0,Tunis,Autres villes,4.991226075692495
Appartements,2.0,1.0,100.0,À Vendre,170000.0,Tunis,Le Bardo,5.230448921378274
Appartements,2.0,1.0,95.0,À Vendre,185000.0,Tunis,L'aouina,5.267171728403014
Appartements,1.0,1.0,65.0,À Vendre,175000.0,Tunis,L'aouina,5.243038048686294
Appartements,3.0,3.0,174.0,À Vendre,561000.0,Tunis,Autres villes,5.748962861256161
Appartements,2.0,1.0,150.0,À Vendre,700000.0,Tunis,La Marsa,5.845098040014257
Appartements,2.0,2.0,100.0,À Vendre,205000.0,Tunis,L'aouina,5.311753861055754
Appartements,4.0,2.0,165.0,À Vendre,850000.0,Tunis,La Goulette,5.929418925714293
Appartements,4.0,2.0,214.0,À Vendre,650000.0,Tunis,Carthage,5.812913356642856
Appartements,2.0,2.0,114.0,À Vendre,336000.0,Tunis,La Marsa,5.526339277389844
Appartements,2.0,1.0,103.0,À Vendre,365000.0,Tunis,La Goulette,5.562292864456475
Appartements,2.0,1.0,100.0,À Vendre,115000.0,Tunis,Agba,5.060697840353612
Appartements,1.0,1.0,70.0,À Vendre,87000.0,Tunis,Agba,4.939519252618618
Appartements,1.0,1.0,55.0,À Vendre,42000.0,Tunis,Autres villes,4.623249290397901
Appartements,3.0,1.0,111.0,À Vendre,220000.0,Tunis,Le Bardo,5.342422680822207
Appartements,2.0,1.0,80.0,À Vendre,150000.0,Tunis,Ettahrir,5.176091259055681
Appartements,2.0,2.0,109.0,À Vendre,245000.0,Tunis,L'aouina,5.389166084364533
Appartements,1.0,1.0,60.0,À Vendre,150000.0,Tunis,L'aouina,5.176091259055681
Appartements,1.0,1.0,57.0,À Vendre,195000.0,Tunis,Carthage,5.290034611362518
Appartements,3.0,2.0,154.0,À Vendre,295000.0,Tunis,L'aouina,5.469822015978163
Appartements,2.0,1.0,95.0,À Vendre,425000.0,Tunis,La Goulette,5.628388930050312
Appartements,2.0,1.0,113.0,À Vendre,240000.0,Tunis,L'aouina,5.380211241711606
Appartements,3.0,1.0,137.0,À Vendre,250000.0,Tunis,L'aouina,5.3979400086720375
Appartements,1.0,1.0,78.0,À Vendre,180000.0,Tunis,L'aouina,5.2552725051033065
Appartements,2.0,1.0,100.0,À Vendre,305000.0,Tunis,Menzah,5.484299839346786
Appartements,2.0,1.0,62.0,À Vendre,150000.0,Tunis,Tunis,5.176091259055681
Appartements,2.0,1.0,109.0,À Vendre,200000.0,Tunis,Carthage,5.301029995663981
Appartements,4.0,2.0,135.0,À Vendre,270000.0,Tunis,L'aouina,5.431363764158987
Appartements,3.0,2.0,129.0,À Vendre,185000.0,Tunis,Menzah,5.267171728403014
Appartements,2.0,2.0,113.0,À Vendre,220000.0,Tunis,Menzah,5.342422680822207
Appartements,2.0,1.0,119.0,À Vendre,245000.0,Tunis,Le Bardo,5.389166084364533
Appartements,3.0,1.0,80.0,À Vendre,130000.0,Tunis,Agba,5.113943352306837
Appartements,3.0,1.0,100.0,À Vendre,25000.0,Tunis,L'aouina,4.3979400086720375
Appartements,3.0,1.0,122.0,À Vendre,270000.0,Tunis,L'aouina,5.431363764158987
Appartements,1.0,1.0,84.0,À Vendre,168000.0,Tunis,L'aouina,5.225309281725863
Appartements,2.0,2.0,140.0,À Vendre,450000.0,Tunis,Autres villes,5.653212513775344
Appartements,2.0,1.0,54.0,À Vendre,65000.0,Tunis,Autres villes,4.812913356642856
Appartements,2.0,1.0,55.0,À Vendre,88000.0,Tunis,Le Bardo,4.944482672150168
Appartements,3.0,2.0,250.0,À Vendre,790000.0,Tunis,La Goulette,5.897627091290442
Appartements,2.0,1.0,125.0,À Vendre,320000.0,Tunis,Sidi Daoud,5.505149978319906
Appartements,2.0,1.0,105.0,À Vendre,255000.0,Tunis,Autres villes,5.406540180433956
Appartements,3.0,2.0,222.0,À Vendre,420000.0,Tunis,L'aouina,5.623249290397901
Appartements,1.0,1.0,70.0,À Vendre,180000.0,Tunis,L'aouina,5.2552725051033065
Appartements,3.0,1.0,100.0,À Vendre,235000.0,Tunis,Autres villes,5.371067862271736
Appartements,4.0,3.0,182.0,À Vendre,600000.0,Tunis,Le Kram,5.778151250383644
Appartements,3.0,1.0,76.0,À Vendre,90000.0,Tunis,El Kabaria,4.954242509439325
Appartements,3.0,1.0,76.0,À Vendre,11111.0,Tunis,El Kabaria,4.045753147594141
Appartements,3.0,1.0,84.0,À Vendre,140000.0,Tunis,Autres villes,5.146128035678238
Appartements,3.0,1.0,90.0,À Vendre,250000.0,Tunis,L'aouina,5.3979400086720375
Appartements,3.0,1.0,75.0,À Vendre,95000.0,Tunis,El Ouardia,4.977723605288848
Appartements,3.0,1.0,109.0,À Vendre,200000.0,Tunis,Autres villes,5.301029995663981
Appartements,2.0,1.0,85.0,À Vendre,220000.0,Tunis,Manar,5.342422680822207
Appartements,4.0,1.0,107.0,À Vendre,230000000.0,Tunis,Autres villes,8.361727836017593
Appartements,4.0,1.0,165.0,À Vendre,220000.0,Tunis,La Marsa,5.342422680822207
Appartements,3.0,2.0,202.0,À Vendre,585000.0,Tunis,La Marsa,5.76715586608218
Appartements,3.0,1.0,120.0,À Vendre,150000.0,Tunis,Ezzouhour,5.176091259055681
Appartements,3.0,2.0,157.0,À Vendre,430000.0,Tunis,La Marsa,5.633468455579586
Appartements,3.0,3.0,225.0,À Vendre,790000.0,Tunis,Carthage,5.897627091290442
Appartements,1.0,1.0,67.0,À Vendre,191000.0,Tunis,La Marsa,5.281033367247727
Appartements,3.0,2.0,139.0,À Vendre,581000.0,Tunis,La Goulette,5.764176132390331
Appartements,2.0,2.0,143.0,À Vendre,407000.0,Tunis,La Marsa,5.60959440922522
Appartements,4.0,1.0,110.0,À Vendre,100000.0,Tunis,El Ouardia,5.0
Appartements,2.0,2.0,124.0,À Vendre,370000.0,Tunis,La Marsa,5.568201724066995
Appartements,3.0,1.0,70.0,À Vendre,95000.0,Tunis,Ettahrir,4.977723605288848
Appartements,3.0,2.0,130.0,À Vendre,250000.0,Tunis,Menzah,5.3979400086720375
Appartements,2.0,2.0,122.0,À Vendre,565000.0,Tunis,La Goulette,5.752048447819439
Appartements,1.0,1.0,67.0,À Vendre,310000.0,Tunis,La Goulette,5.491361693834273
Appartements,1.0,1.0,82.0,À Vendre,169500.0,Tunis,L'aouina,5.229169702539101
Appartements,2.0,1.0,50.0,À Vendre,60000.0,Tunis,Tunis,4.778151250383644
Appartements,4.0,2.0,157.0,À Vendre,600000.0,Tunis,L'aouina,5.778151250383644
Appartements,3.0,1.0,117.0,À Vendre,350000.0,Tunis,Tunis,5.544068044350276
Appartements,4.0,3.0,238.0,À Vendre,360000.0,Tunis,La Marsa,5.556302500767287
Appartements,4.0,3.0,250.0,À Vendre,370000.0,Tunis,La Marsa,5.568201724066995
Appartements,4.0,3.0,260.0,À Vendre,560000.0,Tunis,La Marsa,5.748188027006201
Appartements,2.0,1.0,90.0,À Vendre,215000.0,Tunis,L'aouina,5.332438459915605
Appartements,1.0,1.0,68.0,À Vendre,175000.0,Tunis,L'aouina,5.243038048686294
Appartements,2.0,1.0,108.0,À Vendre,247000.0,Tunis,Autres villes,5.392696953259666
Appartements,1.0,1.0,30.0,À Vendre,100000.0,Tunis,Autres villes,5.0
Appartements,1.0,1.0,68.0,À Vendre,147000.0,Tunis,L'aouina,5.167317334748176
Appartements,3.0,1.0,100.0,À Vendre,160000.0,Tunis,Autres villes,5.204119982655925
Appartements,1.0,1.0,66.0,À Vendre,175000.0,Tunis,La Marsa,5.243038048686294
Appartements,1.0,1.0,68.0,À Vendre,180000.0,Tunis,L'aouina,5.2552725051033065
Appartements,3.0,1.0,90.0,À Vendre,130000.0,Tunis,Le Bardo,5.113943352306837
Appartements,4.0,2.0,300.0,À Vendre,650000.0,Tunis,Tunis,5.812913356642856
Appartements,3.0,2.0,220.0,À Vendre,780000.0,Tunis,Carthage,5.892094602690481
Appartements,2.0,1.0,70.0,À Vendre,220000.0,Tunis,Manar,5.342422680822207
Appartements,3.0,2.0,165.0,À Vendre,305000.0,Tunis,La Marsa,5.484299839346786
Appartements,3.0,2.0,132.0,À Vendre,225000.0,Tunis,Menzah,5.352182518111363
Appartements,1.0,1.0,90.0,À Vendre,700000.0,Tunis,Le Bardo,5.845098040014257
Appartements,3.0,1.0,138.0,À Vendre,245000.0,Tunis,L'aouina,5.389166084364533
Appartements,2.0,1.0,77.0,À Vendre,115000.0,Tunis,Le Bardo,5.060697840353612
Appartements,2.0,1.0,103.0,À Vendre,155000.0,Tunis,Manar,5.190331698170292
Appartements,3.0,1.0,124.0,À Vendre,260000.0,Tunis,L'aouina,5.414973347970818
Appartements,3.0,2.0,240.0,À Vendre,735000.0,Tunis,La Marsa,5.866287339084195
Appartements,1.0,1.0,38.0,À Vendre,72000.0,Tunis,Menzah,4.857332496431268
Appartements,1.0,1.0,67.0,À Vendre,220000.0,Tunis,Le Kram,5.342422680822207
Appartements,4.0,3.0,225.0,À Vendre,515000.0,Tunis,La Marsa,5.711807229041191
Appartements,3.0,3.0,182.0,À Vendre,710000.0,Tunis,La Marsa,5.851258348719076
Appartements,3.0,3.0,236.0,À Vendre,630000.0,Tunis,La Marsa,5.799340549453582
Appartements,1.0,1.0,66.0,À Vendre,170000.0,Tunis,L'aouina,5.230448921378274
Appartements,3.0,2.0,127.0,À Vendre,310000.0,Tunis,L'aouina,5.491361693834273
Appartements,4.0,2.0,100.0,À Vendre,110000.0,Tunis,Autres villes,5.041392685158225
Appartements,3.0,1.0,110.0,À Vendre,242000.0,Tunis,Menzah,5.383815365980431
Appartements,3.0,2.0,175.0,À Vendre,700000.0,Tunis,L'aouina,5.845098040014257
Appartements,2.0,2.0,120.0,À Vendre,480000.0,Tunis,L'aouina,5.681241237375588
Appartements,3.0,1.0,140.0,À Vendre,340000.0,Tunis,Menzah,5.531478917042255
Appartements,2.0,2.0,148.0,À Vendre,700000.0,Tunis,Le Kram,5.845098040014257
Appartements,2.0,2.0,138.0,À Vendre,660000.0,Tunis,Le Kram,5.819543935541868
Appartements,2.0,2.0,280.0,À Vendre,1500000.0,Tunis,Le Kram,6.176091259055681
Appartements,3.0,1.0,90.0,À Vendre,250000.0,Tunis,Autres villes,5.3979400086720375
Appartements,2.0,1.0,55.0,À Vendre,68000.0,Tunis,Autres villes,4.832508912706237
Appartements,1.0,1.0,52.0,À Vendre,180000.0,Tunis,La Marsa,5.2552725051033065
Appartements,3.0,1.0,115.0,À Vendre,250000.0,Tunis,Menzah,5.3979400086720375
Appartements,2.0,1.0,60.0,À Vendre,225000.0,Tunis,Centre Urbain Nord,5.352182518111363
Appartements,2.0,2.0,118.0,À Vendre,228000.0,Tunis,L'aouina,5.357934847000454
Appartements,3.0,2.0,126.0,À Vendre,250000.0,Tunis,L'aouina,5.3979400086720375
Appartements,2.0,1.0,85.0,À Vendre,100000.0,Tunis,Autres villes,5.0
Appartements,3.0,1.0,122.0,À Vendre,350000.0,Tunis,Menzah,5.544068044350276
Appartements,2.0,2.0,167.0,À Vendre,448000.0,Tunis,La Marsa,5.651278013998144
Appartements,2.0,2.0,136.0,À Vendre,375000.0,Tunis,La Marsa,5.574031267727719
Appartements,3.0,3.0,236.0,À Vendre,625000.0,Tunis,La Marsa,5.795880017344075
Appartements,3.0,1.0,181.0,À Vendre,350000.0,Tunis,Menzah,5.544068044350276
Appartements,3.0,2.0,143.0,À Vendre,287000.0,Tunis,L'aouina,5.457881896733992
Appartements,3.0,2.0,160.0,À Vendre,560000.0,Tunis,Tunis,5.748188027006201
Appartements,2.0,2.0,151.0,À Vendre,370000.0,Tunis,Tunis,5.568201724066995
Appartements,3.0,3.0,155.0,À Vendre,450000.0,Tunis,Sidi Daoud,5.653212513775344
Appartements,3.0,3.0,159.0,À Vendre,435000.0,Tunis,Carthage,5.638489256954637
Appartements,1.0,1.0,70.0,À Vendre,210000.0,Tunis,Tunis,5.32221929473392
Appartements,4.0,3.0,202.0,À Vendre,450000.0,Tunis,Tunis,5.653212513775344
Appartements,3.0,2.0,127.0,À Vendre,235000.0,Tunis,L'aouina,5.371067862271736
Appartements,2.0,1.0,80.0,À Vendre,155000.0,Tunis,Menzah,5.190331698170292
Appartements,1.0,1.0,60.0,À Vendre,135000.0,Tunis,L'aouina,5.130333768495007
Appartements,2.0,1.0,105.0,À Vendre,230000.0,Tunis,L'aouina,5.361727836017593
Appartements,4.0,1.0,150.0,À Vendre,255000.0,Tunis,Menzah,5.406540180433956
Appartements,3.0,1.0,118.0,À Vendre,355000.0,Tunis,La Marsa,5.550228353055094
Appartements,1.0,1.0,78.0,À Vendre,147000.0,Tunis,L'aouina,5.167317334748176
Appartements,3.0,2.0,140.0,À Vendre,250000.0,Tunis,L'aouina,5.3979400086720375
Appartements,2.0,2.0,124.0,À Vendre,225000.0,Tunis,L'aouina,5.352182518111363
Appartements,2.0,2.0,127.0,À Vendre,310000.0,Tunis,L'aouina,5.491361693834273
Appartements,2.0,1.0,100.0,À Vendre,182000.0,Tunis,L'aouina,5.260071387985075
Appartements,3.0,3.0,172.0,À Vendre,590000.0,Tunis,Carthage,5.770852011642144
Appartements,2.0,1.0,500.0,À Vendre,980000.0,Tunis,Le Bardo,5.991226075692495
Appartements,2.0,1.0,100.0,À Vendre,260000.0,Tunis,Menzah,5.414973347970818
Appartements,2.0,1.0,60.0,À Vendre,140000.0,Tunis,Le Kram,5.146128035678238
Appartements,1.0,1.0,62.0,À Vendre,66000.0,Tunis,Médina,4.819543935541868
Appartements,3.0,2.0,159.0,À Vendre,390000.0,Tunis,Menzah,5.5910646070265
Appartements,3.0,3.0,196.0,À Vendre,880000.0,Tunis,L'aouina,5.944482672150168
Appartements,3.0,3.0,156.0,À Vendre,350000.0,Tunis,Tunis,5.544068044350276
Appartements,3.0,2.0,160.0,À Vendre,560000.0,Tunis,Tunis,5.748188027006201
Appartements,2.0,2.0,115.0,À Vendre,262000.0,Tunis,L'aouina,5.418301291319746
Appartements,2.0,1.0,60.0,À Vendre,65000.0,Tunis,Ezzouhour,4.812913356642856
Appartements,2.0,1.0,93.0,À Vendre,290000.0,Tunis,Le Kram,5.4623979978989565
Appartements,4.0,2.0,285.0,À Vendre,550000.0,Tunis,Manar,5.740362689494244
Appartements,2.0,1.0,123.0,À Vendre,345000.0,Tunis,La Marsa,5.537819095073274
Appartements,3.0,2.0,174.0,À Vendre,2995000.0,Tunis,Tunis,6.47639682672533
Appartements,3.0,1.0,52.0,À Vendre,1800080.0,Tunis,Autres villes,6.25529180665136
Appartements,3.0,2.0,165.0,À Vendre,380000.0,Tunis,Autres villes,5.57978359661681
Appartements,3.0,1.0,160.0,À Vendre,450000.0,Tunis,La Marsa,5.653212513775344
Appartements,3.0,1.0,145.0,À Vendre,250000.0,Tunis,L'aouina,5.3979400086720375
Appartements,1.0,1.0,82.0,À Vendre,165000.0,Tunis,L'aouina,5.217483944213907
Appartements,3.0,2.0,149.0,À Vendre,260000.0,Tunis,L'aouina,5.414973347970818
Appartements,3.0,2.0,138.0,À Vendre,265000.0,Tunis,L'aouina,5.423245873936808
Appartements,4.0,3.0,175.0,À Vendre,380000.0,Tunis,L'aouina,5.57978359661681
Appartements,3.0,2.0,143.0,À Vendre,278000.0,Tunis,L'aouina,5.444044795918076
Appartements,4.0,1.0,100.0,À Vendre,60000.0,Tunis,Ezzouhour,4.778151250383644
Appartements,1.0,1.0,60.0,À Vendre,195000.0,Tunis,Autres villes,5.290034611362518
Appartements,3.0,1.0,60.0,À Vendre,180000.0,Tunis,Tunis,5.2552725051033065
Appartements,4.0,3.0,176.0,À Vendre,450000.0,Tunis,L'aouina,5.653212513775344
Appartements,3.0,2.0,150.0,À Vendre,260000.0,Tunis,L'aouina,5.414973347970818
Appartements,3.0,1.0,134.0,À Vendre,280000.0,Tunis,La Marsa,5.447158031342219
Appartements,2.0,1.0,128.0,À Vendre,2200000.0,Tunis,La Marsa,6.342422680822207
Appartements,1.0,1.0,63.0,À Vendre,150000.0,Tunis,La Marsa,5.176091259055681
Appartements,3.0,1.0,75.0,À Vendre,130000000.0,Tunis,Centre Ville - Lafayette,8.113943352306837
Appartements,1.0,1.0,65.0,À Vendre,160000.0,Tunis,La Marsa,5.204119982655925
Appartements,3.0,2.0,150.0,À Vendre,380000.0,Tunis,La Marsa,5.57978359661681
Appartements,4.0,1.0,115.0,À Vendre,250000.0,Tunis,Menzah,5.3979400086720375
Appartements,3.0,1.0,130.0,À Vendre,250000.0,Tunis,La Marsa,5.3979400086720375
Appartements,1.0,1.0,61.0,À Vendre,150000.0,Tunis,La Marsa,5.176091259055681
Appartements,2.0,1.0,120.0,À Vendre,200000.0,Tunis,La Marsa,5.301029995663981
Appartements,3.0,1.0,220.0,À Vendre,530000.0,Tunis,La Marsa,5.724275869600789
Appartements,2.0,1.0,79.0,À Vendre,103356.0,Tunis,Autres villes,5.014335693263793
Appartements,3.0,1.0,179.0,À Vendre,870000.0,Tunis,La Marsa,5.939519252618618
Appartements,3.0,2.0,187.0,À Vendre,542300.0,Tunis,La Marsa,5.734239604435455
Appartements,2.0,1.0,125.0,À Vendre,170000.0,Tunis,Autres villes,5.230448921378274
Appartements,4.0,1.0,136.0,À Vendre,350000.0,Tunis,Le Bardo,5.544068044350276
Appartements,2.0,1.0,120.0,À Vendre,180000.0,Tunis,Autres villes,5.2552725051033065
Appartements,3.0,2.0,150.0,À Vendre,300000.0,Tunis,La Marsa,5.477121254719663
Appartements,4.0,3.0,300.0,À Vendre,650000.0,Tunis,La Marsa,5.812913356642856
Appartements,3.0,3.0,170.0,À Vendre,700000.0,Tunis,La Marsa,5.845098040014257
Appartements,2.0,1.0,77.0,À Vendre,195000.0,Tunis,Tunis,5.290034611362518
Appartements,1.0,1.0,60.0,À Vendre,95000.0,Tunis,Autres villes,4.977723605288848
Appartements,3.0,2.0,193.0,À Vendre,570000.0,Tunis,La Marsa,5.755874855672492
Appartements,3.0,3.0,184.0,À Vendre,350000.0,Tunis,L'aouina,5.544068044350276
Appartements,3.0,2.0,126.0,À Vendre,250000.0,Tunis,L'aouina,5.3979400086720375
Appartements,3.0,1.0,115.0,À Vendre,250000.0,Tunis,Autres villes,5.3979400086720375
Appartements,2.0,1.0,112.0,À Vendre,325000.0,Tunis,Carthage,5.511883360978874
Appartements,3.0,2.0,294.0,À Vendre,560000.0,Tunis,La Marsa,5.748188027006201
Appartements,2.0,1.0,110.0,À Vendre,360000.0,Tunis,La Marsa,5.556302500767287
Appartements,3.0,2.0,153.0,À Vendre,260000.0,Tunis,L'aouina,5.414973347970818
Appartements,2.0,1.0,80.0,À Vendre,200000.0,Tunis,Tunis,5.301029995663981
Appartements,4.0,2.0,140.0,À Vendre,330000.0,Tunis,Menzah,5.518513939877887
Appartements,3.0,2.0,134.0,À Vendre,650000.0,Tunis,La Marsa,5.812913356642856
Appartements,3.0,1.0,85.0,À Vendre,230000.0,Tunis,Centre Ville - Lafayette,5.361727836017593
Appartements,2.0,1.0,265.0,À Vendre,470000.0,Tunis,L'aouina,5.672097857935717
Appartements,2.0,2.0,120.0,À Vendre,2000000.0,Tunis,La Marsa,6.301029995663981
Appartements,3.0,2.0,190.0,À Vendre,780000.0,Tunis,La Marsa,5.892094602690481
Appartements,4.0,1.0,135.0,À Vendre,190000.0,Tunis,Autres villes,5.278753600952829
Appartements,2.0,1.0,100.0,À Vendre,270000.0,Tunis,Autres villes,5.431363764158987
Appartements,2.0,1.0,65.0,À Vendre,260000.0,Tunis,Sidi Bou Said,5.414973347970818
Appartements,3.0,1.0,300.0,À Vendre,835000.0,Tunis,Carthage,5.921686475483602
Appartements,3.0,1.0,164.0,À Vendre,330000.0,Tunis,La Goulette,5.518513939877887
Appartements,3.0,2.0,116.0,À Vendre,245000.0,Tunis,Autres villes,5.389166084364533
Appartements,2.0,1.0,65.0,À Vendre,170000.0,Tunis,L'aouina,5.230448921378274
Appartements,2.0,1.0,125.0,À Vendre,170000.0,Tunis,Autres villes,5.230448921378274
Appartements,3.0,1.0,82.0,À Vendre,130000.0,Tunis,Hraïria,5.113943352306837
Appartements,1.0,1.0,80.0,À Vendre,175000.0,Tunis,L'aouina,5.243038048686294
Appartements,4.0,2.0,227.0,À Vendre,726400.0,Tunis,La Marsa,5.861175835513029
