,Governorate,Delegation,Locality,Nature,Type of Real Estate,Surface,Price,Inserted On
2164,tunis,marsa,La Marsa,Sale,4-room apartment,120.0,349000.0,11/12/2023
2166,ariana,soukra,La Soukra,Sale,5-room apartment and more,380.0,1350000.0,29/12/2023
2167,ariana,raoued,Raoued,Sale,4-room apartment,155.0,180000.0,02/01/2024
2168,tunis,marsa,La Marsa,Sale,2-room apartment,124.0,349100.0,18/12/2023
2169,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,77.0,105000.0,26/12/2023
2170,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,120.0,600000.0,26/12/2023
2172,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,62.0,350000.0,13/12/2023
2173,tunis,marsa,La Marsa,Sale,1-room apartment,60.0,185000.0,12/12/2023
2174,ariana,ettadhamen,Ettadhamen,Sale,3-room apartment,100.0,420000.0,30/12/2023
2175,ben arous,rades,Rades,Sale,3-room apartment,250.0,450000.0,09/12/2023
2176,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,120.0,350000.0,25/12/2023
2177,tunis,omrane superieur,El Omrane Superieur,Sale,3-room apartment,100.0,120000.0,30/12/2023
2178,tunis,marsa,La Marsa,Sale,2-room apartment,110.0,285000.0,02/01/2024
2179,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,143.0,340000.0,21/12/2023
2181,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,163.0,825000.0,25/12/2023
2182,tunis,marsa,La Marsa,Sale,2-room apartment,94.0,263000.0,14/12/2023
2183,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,66.0,150000.0,19/12/2023
2184,tunis,cite el khadra,Cite El Khadra,Sale,3-room apartment,115.0,220000.0,26/05/2022
2185,tunis,marsa,La Marsa,Sale,3-room apartment,86.0,215000.0,21/12/2023
2186,tunis,marsa,La Marsa,Sale,1-room apartment,75.0,160000.0,12/12/2023
2187,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,160.0,550000.0,26/12/2023
2188,tunis,medina jedida,La Medina,Sale,3-room apartment,69.0,160000.0,11/12/2023
2189,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,66.0,200000.0,19/12/2023
2190,tunis,marsa,La Marsa,Sale,2-room apartment,91.0,268000.0,21/12/2023
2191,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,180.0,335000.0,03/06/2023
2192,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,71.0,280000.0,29/12/2023
2193,ariana,soukra,La Soukra,Sale,5-room apartment and more,185.0,900000.0,15/12/2023
2194,ariana,raoued,Raoued,Sale,1-room apartment,45.0,100000.0,02/01/2024
2195,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,177.0,674500.0,13/12/2023
2196,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,174.0,690000.0,13/12/2023
2197,tunis,la goulette,La Goulette,Sale,3-room apartment,144.0,550000.0,26/12/2023
2198,ariana,soukra,La Soukra,Sale,1-room apartment,63.0,225000.0,03/01/2024
2199,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,186.0,625000.0,26/12/2023
2200,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,172.0,855000.0,10/05/2023
2201,ben arous,rades,Rades,Sale,1-room apartment,300.0,165000.0,14/12/2023
2202,tunis,marsa,La Marsa,Sale,4-room apartment,140.0,340000.0,29/12/2023
2203,tunis,marsa,La Marsa,Sale,3-room apartment,154.0,345000.0,02/01/2024
2204,ben arous,hammam lif,Hammam Lif,Sale,3-room apartment,80.0,120000.0,15/12/2023
2205,tunis,marsa,La Marsa,Sale,3-room apartment,86.0,215000.0,24/12/2023
2206,tunis,menzah,El Menzah,Sale,3-room apartment,140.0,280000.0,02/01/2024
2207,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,82.0,265000.0,25/12/2023
2208,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,75.0,220000.0,18/12/2023
2209,tunis,marsa,La Marsa,Sale,4-room apartment,138.0,360000.0,24/12/2023
2210,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,320.0,347000.0,11/12/2023
2211,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,98.0,135000.0,30/03/2023
2212,ben arous,rades,Rades,Sale,3-room apartment,67.0,165000.0,09/12/2023
2213,manouba,oued ellil,Oued Ellil,Sale,4-room apartment,101.0,165108.0,28/12/2023
2214,ben arous,mourouj,El Mourouj,Sale,2-room apartment,62.0,85000.0,18/12/2023
2215,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,130.0,350000.0,03/01/2024
2216,tunis,omrane superieur,El Omrane Superieur,Sale,2-room apartment,87.0,126000.0,26/12/2023
2217,ben arous,mourouj,El Mourouj,Sale,3-room apartment,100.0,150000.0,21/12/2023
2218,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,100.0,130000.0,18/12/2023
2219,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,72.0,295000.0,02/01/2024
2220,ariana,mnihla,Mnihla,Sale,4-room apartment,170.0,385000.0,30/12/2023
2221,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,73.0,180000.0,12/12/2023
2222,tunis,marsa,La Marsa,Sale,2-room apartment,92.0,240000.0,02/01/2024
2223,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,125.0,320000.0,15/12/2023
2224,tunis,bardo,Le Bardo,Sale,3-room apartment,74.0,98000.0,01/01/2024
2225,ariana,soukra,La Soukra,Sale,4-room apartment,175.0,575000.0,21/12/2023
2226,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,68.0,355000.0,09/12/2023
2227,ben arous,rades,Rades,Sale,2-room apartment,122.0,225000.0,17/12/2023
2228,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,150.0,300000.0,25/12/2023
2229,tunis,jebel jelloud,Jebel Jelloud,Sale,2-room apartment,95.0,140000.0,12/12/2023
2230,tunis,bab bhar,Bab Bhar,Sale,4-room apartment,120.0,220000.0,10/12/2023
2231,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,87.0,140000.0,28/12/2023
2232,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,92.0,240000.0,20/12/2023
2233,ben arous,mourouj,El Mourouj,Sale,3-room apartment,103.0,165000.0,14/12/2023
2234,tunis,marsa,La Marsa,Sale,3-room apartment,129.0,330000.0,20/12/2023
2235,tunis,marsa,La Marsa,Sale,2-room apartment,108.0,304600.0,16/12/2023
2236,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,117.0,327000.0,22/12/2023
2237,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,115.0,440000.0,21/12/2023
2238,ben arous,rades,Rades,Sale,2-room apartment,100.0,117000.0,25/12/2023
2239,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,90.0,110000.0,20/12/2023
2240,tunis,menzah,El Menzah,Sale,4-room apartment,100.0,210000.0,02/06/2023
2241,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,118.0,400000.0,29/12/2023
2242,ben arous,rades,Rades,Sale,3-room apartment,80.0,150000.0,11/12/2023
2243,ben arous,ben arous,Ben Arous,Sale,4-room apartment,100.0,170000.0,10/12/2023
2244,ben arous,mourouj,El Mourouj,Sale,3-room apartment,85.0,116000.0,13/11/2023
2245,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,160.0,880000.0,07/09/2023
2246,tunis,ettahrir,Ettahrir,Sale,4-room apartment,120.0,180000.0,02/10/2023
2247,tunis,menzah,El Menzah,Sale,3-room apartment,124.0,385000.0,26/12/2023
2248,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,110.0,285000.0,01/01/2024
2249,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,107.0,319000.0,15/12/2023
2250,tunis,marsa,La Marsa,Sale,2-room apartment,75.0,150000.0,11/12/2023
2251,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,110.0,230000.0,12/12/2023
2253,tunis,marsa,La Marsa,Sale,2-room apartment,88.0,215000.0,25/12/2023
2254,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,80.0,259000.0,18/06/2023
2255,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,124.0,477400.0,03/01/2024
2256,ben arous,ben arous,Ben Arous,Sale,2-room apartment,100.0,165000.0,28/12/2023
2257,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,125.0,330000.0,29/12/2023
2258,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,176.0,370000.0,13/12/2023
2259,tunis,marsa,La Marsa,Sale,2-room apartment,99.0,278152.0,16/12/2023
2260,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,118.0,419000.0,25/12/2023
2261,manouba,mannouba,Mannouba,Sale,4-room apartment,90.0,150000.0,08/11/2023
2262,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,100.0,210000.0,31/12/2023
2263,tunis,menzah,El Menzah,Sale,5-room apartment and more,135.0,315000.0,19/10/2023
2264,tunis,marsa,La Marsa,Sale,2-room apartment,88.0,215000.0,28/12/2023
2265,tunis,marsa,La Marsa,Sale,3-room apartment,145.0,400000.0,03/01/2024
2267,ben arous,mourouj,El Mourouj,Sale,3-room apartment,125.0,250000.0,14/12/2023
2268,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,61.0,65000.0,03/01/2024
2269,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,152.0,450000.0,23/12/2023
2270,ben arous,ben arous,Ben Arous,Sale,3-room apartment,81.0,125000.0,01/01/2024
2271,ben arous,mourouj,El Mourouj,Sale,4-room apartment,110.0,216000.0,04/12/2023
2272,tunis,menzah,El Menzah,Sale,4-room apartment,100.0,310000.0,20/12/2023
2273,tunis,marsa,La Marsa,Sale,4-room apartment,150.0,370000.0,04/01/2024
2274,tunis,bardo,Le Bardo,Sale,2-room apartment,76.0,70000.0,26/12/2023
2275,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,78.0,259000.0,11/12/2023
2276,tunis,marsa,La Marsa,Sale,2-room apartment,118.0,291000.0,02/01/2024
2277,ben arous,mourouj,El Mourouj,Sale,3-room apartment,150.0,325000.0,21/12/2023
2278,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,150.0,370000.0,11/12/2023
2279,ariana,soukra,La Soukra,Sale,3-room apartment,90.0,135000.0,22/12/2023
2280,tunis,ain zaghouan,Ain Zaghouan,Sale,2-room apartment,104.0,577000.0,06/09/2023
2281,ariana,soukra,La Soukra,Sale,3-room apartment,150.0,345000.0,26/12/2023
2282,tunis,marsa,La Marsa,Sale,1-room apartment,60.0,192000.0,02/01/2024
2283,ben arous,ezzahra,Ezzahra,Sale,3-room apartment,170.0,320000.0,16/12/2023
2284,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,120.0,345000.0,30/12/2023
2285,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,58.0,229000.0,23/12/2023
2287,ben arous,ben arous,Ben Arous,Sale,5-room apartment and more,150.0,135000.0,19/12/2023
2288,tunis,marsa,La Marsa,Sale,2-room apartment,72.0,190000.0,29/12/2023
2289,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,137.0,400000.0,13/12/2023
2291,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,162.0,438000.0,26/12/2023
2292,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,66.0,200000.0,16/12/2023
2293,ben arous,mourouj,El Mourouj,Sale,1-room apartment,241.0,225000.0,12/12/2023
2294,ariana,soukra,La Soukra,Sale,4-room apartment,152.0,460000.0,03/01/2024
2295,tunis,marsa,La Marsa,Sale,4-room apartment,189.0,450000.0,16/12/2023
2296,tunis,menzah,El Menzah,Sale,4-room apartment,109.0,220000.0,21/12/2023
2297,tunis,marsa,La Marsa,Sale,2-room apartment,42.0,180000.0,04/01/2024
2298,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,118.0,400000.0,20/12/2023
2299,tunis,marsa,La Marsa,Sale,3-room apartment,110.0,400000.0,03/01/2024
2300,tunis,marsa,La Marsa,Sale,4-room apartment,165.0,410000.0,15/12/2023
2301,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,90.0,265000.0,24/12/2023
2302,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,154.0,416000.0,27/12/2023
2303,tunis,marsa,La Marsa,Sale,2-room apartment,60.0,220000.0,12/12/2023
2304,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,125.0,320000.0,13/12/2023
2305,manouba,mannouba,Mannouba,Sale,2-room apartment,76.0,220000.0,29/12/2023
2306,tunis,marsa,La Marsa,Sale,4-room apartment,165.0,410000.0,25/12/2023
2307,ariana,soukra,La Soukra,Sale,3-room apartment,123.0,406000.0,22/12/2023
2308,tunis,marsa,La Marsa,Sale,2-room apartment,100.0,460000.0,15/12/2023
2309,ariana,raoued,Raoued,Sale,4-room apartment,150.0,280000.0,16/12/2023
2310,tunis,marsa,La Marsa,Sale,2-room apartment,75.0,160000.0,13/12/2023
2311,tunis,bab bhar,Bab Bhar,Sale,3-room apartment,85.0,135000.0,25/12/2023
2312,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,120.0,240000.0,25/12/2023
2313,tunis,menzah,El Menzah,Sale,4-room apartment,134.0,270000.0,13/12/2023
2314,ben arous,mourouj,El Mourouj,Sale,1-room apartment,60.0,115000.0,20/12/2023
2315,ariana,soukra,La Soukra,Sale,2-room apartment,114.0,390000.0,27/12/2023
2316,manouba,oued ellil,Oued Ellil,Sale,4-room apartment,400.0,600000.0,03/01/2024
2317,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,148.0,420000.0,19/12/2023
2318,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,66.0,200000.0,03/01/2024
2319,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,182.0,285000.0,15/12/2023
2320,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,170.0,760000.0,15/12/2023
2321,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,68.0,350000.0,19/12/2023
2322,ariana,ariana ville,Ariana Ville,Sale,1-room apartment,114.0,300000.0,23/12/2023
2323,tunis,marsa,La Marsa,Sale,3-room apartment,100.0,225000.0,25/12/2023
2324,tunis,hrairia,El Hrairia,Sale,3-room apartment,80.0,135000.0,28/12/2023
2325,ben arous,mourouj,El Mourouj,Sale,3-room apartment,103.0,170000.0,10/12/2023
2326,manouba,mornaguia,Mornaguia,Sale,5-room apartment and more,200.0,300000.0,20/12/2023
2327,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,130.0,285000.0,03/01/2024
2328,tunis,marsa,La Marsa,Sale,2-room apartment,60.0,225000.0,14/12/2023
2329,tunis,marsa,La Marsa,Sale,3-room apartment,105.0,238000.0,26/12/2023
2330,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,49.0,200000.0,19/12/2023
2331,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,125.0,320000.0,12/12/2023
2332,ben arous,megrine,Megrine,Sale,2-room apartment,98.0,230000.0,20/12/2023
2333,tunis,marsa,La Marsa,Sale,5-room apartment and more,195.0,1000000.0,19/12/2023
2334,ben arous,ben arous,Ben Arous,Sale,1-room apartment,107.0,190000.0,21/12/2023
2335,tunis,bardo,Le Bardo,Sale,2-room apartment,75.0,82000.0,28/12/2023
2336,tunis,marsa,La Marsa,Sale,1-room apartment,110.0,400000.0,27/12/2023
2337,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,81.0,283600.0,12/12/2023
2338,tunis,marsa,La Marsa,Sale,5-room apartment and more,189.0,450000.0,13/12/2023
2339,tunis,marsa,La Marsa,Sale,3-room apartment,100.0,280000.0,25/12/2023
2340,ben arous,medina jedida,Nouvelle Medina,Sale,2-room apartment,125.0,225000.0,03/01/2024
2341,tunis,marsa,La Marsa,Sale,3-room apartment,131.0,530000.0,26/12/2023
2342,tunis,carthage,Carthage,Sale,2-room apartment,83.0,250000.0,19/12/2023
2343,tunis,menzah,El Menzah,Sale,4-room apartment,130.0,320000.0,21/12/2023
2344,tunis,marsa,La Marsa,Sale,3-room apartment,100.0,225000.0,23/12/2023
2345,tunis,marsa,La Marsa,Sale,4-room apartment,150.0,385000.0,13/12/2023
2346,ben arous,mourouj,El Mourouj,Sale,2-room apartment,100.0,120000.0,25/12/2023
2347,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,100.0,240000.0,27/12/2023
2348,tunis,cite el khadra,Cite El Khadra,Sale,4-room apartment,108.0,276000.0,25/12/2023
2349,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,116.0,260000.0,14/12/2023
2350,ariana,soukra,La Soukra,Sale,2-room apartment,124.0,250000.0,28/12/2023
2351,ariana,soukra,La Soukra,Sale,4-room apartment,150.0,280000.0,03/01/2024
2352,tunis,bab bhar,Bab Bhar,Sale,1-room apartment,30.0,80000.0,20/12/2023
2353,ariana,raoued,Raoued,Sale,3-room apartment,400.0,340000.0,27/12/2023
2354,ben arous,mourouj,El Mourouj,Sale,2-room apartment,66.0,220000.0,26/12/2023
2355,ben arous,ben arous,Ben Arous,Sale,5-room apartment and more,363.0,280000.0,18/12/2023
2356,tunis,marsa,La Marsa,Sale,1-room apartment,50.0,185000.0,13/12/2023
2357,ariana,mnihla,Mnihla,Sale,4-room apartment,128.0,180000.0,03/01/2024
2358,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,182.0,460000.0,15/12/2023
2359,ben arous,mourouj,El Mourouj,Sale,3-room apartment,112.0,175000.0,25/12/2023
2360,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,100.0,300000.0,14/12/2023
2361,ben arous,mourouj,El Mourouj,Sale,2-room apartment,65.0,149000.0,14/12/2023
2362,ben arous,rades,Rades,Sale,2-room apartment,80.0,135000.0,15/12/2023
2363,tunis,marsa,La Marsa,Sale,4-room apartment,150.0,385000.0,03/01/2024
2364,tunis,marsa,La Marsa,Sale,1-room apartment,280.0,1500000.0,12/12/2023
2365,ariana,mnihla,Mnihla,Sale,2-room apartment,50.0,180000.0,02/01/2024
2366,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,57.0,200000.0,14/12/2023
2367,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,66.0,200000.0,18/12/2023
2368,tunis,menzah,El Menzah,Sale,4-room apartment,198.0,470000.0,22/12/2023
2369,tunis,marsa,La Marsa,Sale,2-room apartment,90.0,230000.0,16/12/2023
2370,tunis,carthage,Carthage,Sale,3-room apartment,100.0,250000.0,25/12/2023
2371,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,86.0,185000.0,02/06/2023
2372,tunis,marsa,La Marsa,Sale,4-room apartment,159.0,380000.0,21/12/2023
2373,ariana,soukra,La Soukra,Sale,2-room apartment,107.0,260000.0,25/12/2023
2374,ariana,soukra,La Soukra,Sale,4-room apartment,184.0,560000.0,16/12/2023
2375,tunis,kram,El Kram,Sale,1-room apartment,90.0,499000.0,15/12/2023
2376,ben arous,ben arous,Ben Arous,Sale,5-room apartment and more,320.0,370000.0,22/12/2023
2377,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,120.0,240000.0,14/12/2023
2378,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,127.0,497000.0,19/12/2023
2379,ariana,soukra,La Soukra,Sale,4-room apartment,152.0,290000.0,14/12/2023
2380,tunis,marsa,La Marsa,Sale,5-room apartment and more,120.0,330000.0,11/12/2023
2381,tunis,marsa,La Marsa,Sale,3-room apartment,82.0,335000.0,21/12/2023
2382,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,87.0,150000.0,10/12/2023
2383,tunis,la goulette,La Goulette,Sale,4-room apartment,100.0,180000.0,03/01/2024
2384,tunis,marsa,La Marsa,Sale,1-room apartment,150.0,670000.0,21/12/2023
2385,ben arous,boumhel el bassatine,Bou Mhel El Bassatine,Sale,2-room apartment,109.0,275000.0,09/09/2023
2386,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,114.0,310000.0,25/12/2023
2387,tunis,marsa,La Marsa,Sale,4-room apartment,135.0,270000.0,27/10/2023
2388,ariana,ariana ville,Ariana Ville,Sale,2-room apartment,66.0,199000.0,22/12/2023
2389,tunis,marsa,La Marsa,Sale,4-room apartment,190.0,480000.0,25/12/2023
2390,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,157.0,706000.0,12/10/2023
2391,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,100.0,253000.0,03/01/2024
2392,tunis,marsa,La Marsa,Sale,4-room apartment,132.0,310000.0,25/12/2023
2393,tunis,marsa,La Marsa,Sale,2-room apartment,117.0,335000.0,27/12/2023
2395,tunis,medina jedida,La Medina,Sale,2-room apartment,39.0,58000.0,22/12/2023
2396,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,110.0,220000.0,25/12/2023
2397,ben arous,ezzahra,Ezzahra,Sale,2-room apartment,90.0,225000.0,11/12/2023
2398,tunis,marsa,La Marsa,Sale,3-room apartment,440.0,1200000.0,29/12/2023
2399,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,103.0,260000.0,31/07/2023
2400,tunis,kabbaria,El Kabbaria,Sale,3-room apartment,120.0,120000.0,27/12/2023
2401,ariana,soukra,La Soukra,Sale,2-room apartment,63.0,220000.0,03/01/2024
2402,ben arous,mourouj,El Mourouj,Sale,2-room apartment,85.0,115000.0,29/12/2023
2403,ben arous,mourouj,El Mourouj,Sale,2-room apartment,94.0,185000.0,19/12/2023
2404,ariana,soukra,La Soukra,Sale,1-room apartment,130.0,370000.0,14/12/2023
2405,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,115.0,299000.0,12/12/2023
2406,tunis,bardo,Le Bardo,Sale,3-room apartment,115.0,360000.0,14/12/2023
2407,tunis,marsa,La Marsa,Sale,5-room apartment and more,189.0,450000.0,12/12/2023
2408,ariana,ariana ville,Ariana Ville,Sale,4-room apartment,182.0,460000.0,03/01/2024
2409,tunis,marsa,La Marsa,Sale,4-room apartment,425.0,580000.0,13/12/2023
2410,tunis,marsa,La Marsa,Sale,4-room apartment,200.0,480000.0,02/01/2024
2411,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,220.0,880000.0,27/12/2023
2412,tunis,ain zaghouan,Ain Zaghouan,Sale,1-room apartment,49.0,195000.0,27/12/2023
2413,ariana,raoued,Raoued,Sale,2-room apartment,78.0,180000.0,25/12/2023
2414,ben arous,megrine,Megrine,Sale,2-room apartment,90.0,150000.0,11/12/2023
2415,tunis,marsa,La Marsa,Sale,3-room apartment,124.0,275000.0,02/01/2024
2416,ariana,soukra,La Soukra,Sale,4-room apartment,145.0,350000.0,02/01/2024
2417,tunis,menzah,El Menzah,Sale,4-room apartment,198.0,470000.0,02/01/2024
2418,tunis,kram,El Kram,Sale,1-room apartment,80.0,376000.0,13/12/2023
2419,ben arous,hammam lif,Hammam Lif,Sale,2-room apartment,90.0,140000.0,25/12/2023
2421,ben arous,mourouj,El Mourouj,Sale,2-room apartment,151.0,260000.0,14/12/2023
2422,ariana,soukra,La Soukra,Sale,4-room apartment,120.0,270000.0,25/12/2023
2423,tunis,menzah,El Menzah,Sale,5-room apartment and more,482.0,1100000.0,04/09/2023
2424,ben arous,mourouj,El Mourouj,Sale,3-room apartment,110.0,180000.0,17/12/2023
2425,tunis,ain zaghouan,Ain Zaghouan,Sale,4-room apartment,158.0,460000.0,02/01/2024
2426,tunis,marsa,La Marsa,Sale,4-room apartment,160.0,530000.0,03/01/2024
2427,tunis,ain zaghouan,Ain Zaghouan,Sale,3-room apartment,118.0,400000.0,25/12/2023
2428,ben arous,mourouj,El Mourouj,Sale,1-room apartment,100.0,120000.0,09/12/2023
2429,tunis,marsa,La Marsa,Sale,2-room apartment,121.0,310000.0,20/12/2023
2430,ariana,ariana ville,Ariana Ville,Sale,5-room apartment and more,210.0,530000.0,14/12/2023
2431,ariana,ariana ville,Ariana Ville,Sale,3-room apartment,114.0,310000.0,20/12/2023
2432,tunis,marsa,La Marsa,Sale,3-room apartment,124.0,347000.0,03/01/2024
2433,ariana,soukra,La Soukra,Sale,3-room apartment,90.0,180000.0,18/12/2023
2434,tunis,marsa,La Marsa,Sale,2-room apartment,75.0,160000.0,12/12/2023
2435,ben arous,mourouj,El Mourouj,Sale,2-room apartment,133.0,250000.0,22/12/2023
2436,tunis,kram,El Kram,Sale,1-room apartment,174.0,580000.0,21/12/2023
